GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Built 2014 or later,Margin of Error; Total: - Built 2014 or later,Estimate; Total: - Built 2010 to 2013,Margin of Error; Total: - Built 2010 to 2013,Estimate; Total: - Built 2000 to 2009,Margin of Error; Total: - Built 2000 to 2009,Estimate; Total: - Built 1990 to 1999,Margin of Error; Total: - Built 1990 to 1999,Estimate; Total: - Built 1980 to 1989,Margin of Error; Total: - Built 1980 to 1989,Estimate; Total: - Built 1970 to 1979,Margin of Error; Total: - Built 1970 to 1979,Estimate; Total: - Built 1960 to 1969,Margin of Error; Total: - Built 1960 to 1969,Estimate; Total: - Built 1950 to 1959,Margin of Error; Total: - Built 1950 to 1959,Estimate; Total: - Built 1940 to 1949,Margin of Error; Total: - Built 1940 to 1949,Estimate; Total: - Built 1939 or earlier,Margin of Error; Total: - Built 1939 or earlier
1500000US270030501071,270030501071,"Block Group 1, Census Tract 501.07, Anoka County, Minnesota",1063,50,0,9,0,9,338,63,484,73,98,50,60,36,16,18,23,26,18,20,26,24
1500000US270030501081,270030501081,"Block Group 1, Census Tract 501.08, Anoka County, Minnesota",1243,101,29,45,10,14,513,105,365,84,184,77,50,25,1,2,15,17,3,3,73,28
1500000US270030501082,270030501082,"Block Group 2, Census Tract 501.08, Anoka County, Minnesota",556,87,26,16,9,14,82,52,117,59,102,45,58,44,121,84,9,13,13,18,19,21
1500000US270030501091,270030501091,"Block Group 1, Census Tract 501.09, Anoka County, Minnesota",566,76,0,9,0,9,174,48,282,78,39,29,61,37,10,16,0,9,0,9,0,9
1500000US270030501092,270030501092,"Block Group 2, Census Tract 501.09, Anoka County, Minnesota",400,59,0,9,0,9,127,50,99,44,40,32,115,43,0,9,19,21,0,9,0,9
1500000US270030501093,270030501093,"Block Group 3, Census Tract 501.09, Anoka County, Minnesota",474,73,0,9,0,9,27,23,61,40,129,51,166,62,82,61,0,9,9,14,0,9
1500000US270030501094,270030501094,"Block Group 4, Census Tract 501.09, Anoka County, Minnesota",437,67,0,9,0,9,97,43,56,37,118,59,79,40,64,44,23,24,0,9,0,9
1500000US270030501101,270030501101,"Block Group 1, Census Tract 501.10, Anoka County, Minnesota",502,46,0,9,0,9,73,30,129,33,145,37,124,46,0,9,11,12,16,25,4,6
1500000US270030501102,270030501102,"Block Group 2, Census Tract 501.10, Anoka County, Minnesota",495,53,5,8,0,9,72,27,161,59,77,29,119,46,16,14,15,13,0,9,30,20
1500000US270030501111,270030501111,"Block Group 1, Census Tract 501.11, Anoka County, Minnesota",560,83,0,9,14,21,141,63,254,83,32,31,105,55,6,11,0,9,0,9,8,13
1500000US270030501112,270030501112,"Block Group 2, Census Tract 501.11, Anoka County, Minnesota",690,83,0,9,0,9,126,56,118,47,110,52,111,60,131,77,56,38,15,15,23,30
1500000US270030501113,270030501113,"Block Group 3, Census Tract 501.11, Anoka County, Minnesota",208,58,0,9,0,9,18,21,8,12,28,19,45,42,12,20,34,25,35,44,28,32
1500000US270030501141,270030501141,"Block Group 1, Census Tract 501.14, Anoka County, Minnesota",555,48,5,9,16,15,102,33,183,47,100,30,94,35,18,15,10,10,10,11,17,26
1500000US270030501142,270030501142,"Block Group 2, Census Tract 501.14, Anoka County, Minnesota",529,46,10,14,0,9,66,26,132,37,104,45,125,32,37,22,13,13,18,25,24,18
1500000US270030501151,270030501151,"Block Group 1, Census Tract 501.15, Anoka County, Minnesota",439,77,18,21,17,19,68,39,114,42,107,57,115,66,0,9,0,9,0,9,0,9
1500000US270030501152,270030501152,"Block Group 2, Census Tract 501.15, Anoka County, Minnesota",606,70,0,9,35,31,258,53,84,46,36,26,145,64,10,15,9,15,11,17,18,19
1500000US270030501153,270030501153,"Block Group 3, Census Tract 501.15, Anoka County, Minnesota",444,63,0,9,0,9,18,20,64,60,147,49,184,70,21,26,10,16,0,9,0,9
1500000US270030501154,270030501154,"Block Group 4, Census Tract 501.15, Anoka County, Minnesota",503,59,0,9,12,18,58,37,90,33,94,43,208,66,13,20,0,9,9,14,19,20
1500000US270030501161,270030501161,"Block Group 1, Census Tract 501.16, Anoka County, Minnesota",525,73,0,9,0,9,162,55,52,35,58,40,85,42,74,50,22,23,13,20,59,52
1500000US270030501162,270030501162,"Block Group 2, Census Tract 501.16, Anoka County, Minnesota",496,65,11,17,0,9,65,37,131,60,90,45,121,45,51,33,10,15,0,9,17,17
1500000US270030501163,270030501163,"Block Group 3, Census Tract 501.16, Anoka County, Minnesota",465,62,0,9,9,14,157,59,175,56,9,14,27,22,8,12,0,9,8,13,72,48
1500000US270030502081,270030502081,"Block Group 1, Census Tract 502.08, Anoka County, Minnesota",569,69,14,21,0,9,22,24,35,44,239,65,154,57,58,41,39,35,8,13,0,9
1500000US270030502082,270030502082,"Block Group 2, Census Tract 502.08, Anoka County, Minnesota",576,70,0,9,0,9,143,57,190,69,226,59,0,9,0,9,10,16,0,9,7,13
1500000US270030502101,270030502101,"Block Group 1, Census Tract 502.10, Anoka County, Minnesota",461,73,12,19,16,18,57,32,83,37,54,32,118,59,71,49,23,24,0,9,27,26
1500000US270030502102,270030502102,"Block Group 2, Census Tract 502.10, Anoka County, Minnesota",415,74,0,9,14,21,27,21,35,29,35,28,85,56,68,43,66,49,0,9,85,53
1500000US270030502103,270030502103,"Block Group 3, Census Tract 502.10, Anoka County, Minnesota",353,47,17,27,0,9,30,26,11,16,84,38,79,34,86,43,15,19,31,28,0,9
1500000US270030502104,270030502104,"Block Group 4, Census Tract 502.10, Anoka County, Minnesota",338,65,0,9,7,10,0,9,90,36,124,64,79,53,29,26,0,9,0,9,9,14
1500000US270030502151,270030502151,"Block Group 1, Census Tract 502.15, Anoka County, Minnesota",986,70,0,9,0,9,169,49,467,71,58,34,132,62,112,59,39,32,0,9,9,15
1500000US270030502152,270030502152,"Block Group 2, Census Tract 502.15, Anoka County, Minnesota",544,66,0,9,0,9,123,44,146,63,25,23,166,64,56,39,17,19,11,18,0,9
1500000US270030502161,270030502161,"Block Group 1, Census Tract 502.16, Anoka County, Minnesota",697,64,0,9,18,20,215,65,276,74,31,22,140,44,9,13,8,12,0,9,0,9
1500000US270030502162,270030502162,"Block Group 2, Census Tract 502.16, Anoka County, Minnesota",779,59,0,9,36,28,339,68,150,47,87,44,125,46,18,15,24,35,0,9,0,9
1500000US270030502163,270030502163,"Block Group 3, Census Tract 502.16, Anoka County, Minnesota",418,57,0,9,0,9,106,43,35,25,32,24,156,47,0,9,63,50,26,39,0,9
1500000US270030502171,270030502171,"Block Group 1, Census Tract 502.17, Anoka County, Minnesota",586,50,0,9,53,32,110,31,171,34,99,35,75,32,56,25,9,10,0,9,13,17
1500000US270030502172,270030502172,"Block Group 2, Census Tract 502.17, Anoka County, Minnesota",402,44,0,9,0,9,49,23,22,17,192,46,91,45,48,22,0,9,0,9,0,9
1500000US270030502181,270030502181,"Block Group 1, Census Tract 502.18, Anoka County, Minnesota",654,64,13,20,0,9,80,45,106,43,71,36,291,81,68,37,16,18,0,9,9,14
1500000US270030502182,270030502182,"Block Group 2, Census Tract 502.18, Anoka County, Minnesota",491,65,0,9,9,14,43,34,48,33,95,47,186,58,69,38,41,30,0,9,0,9
1500000US270030502191,270030502191,"Block Group 1, Census Tract 502.19, Anoka County, Minnesota",435,46,0,9,8,13,28,26,93,37,149,40,146,50,11,18,0,9,0,9,0,9
1500000US270030502192,270030502192,"Block Group 2, Census Tract 502.19, Anoka County, Minnesota",643,54,0,9,0,9,64,38,184,55,243,54,105,57,22,14,0,9,9,15,16,19
1500000US270030502201,270030502201,"Block Group 1, Census Tract 502.20, Anoka County, Minnesota",684,95,0,9,0,9,350,90,140,96,126,62,48,35,0,9,20,33,0,9,0,9
1500000US270030502202,270030502202,"Block Group 2, Census Tract 502.20, Anoka County, Minnesota",589,102,0,9,18,27,32,35,398,98,88,32,24,29,29,33,0,9,0,9,0,9
1500000US270030502203,270030502203,"Block Group 3, Census Tract 502.20, Anoka County, Minnesota",380,66,0,9,0,9,0,9,76,50,166,75,65,38,44,41,0,9,16,25,13,20
1500000US270030502204,270030502204,"Block Group 4, Census Tract 502.20, Anoka County, Minnesota",702,115,15,24,94,68,178,83,91,48,89,56,211,103,24,27,0,9,0,9,0,9
1500000US270030502211,270030502211,"Block Group 1, Census Tract 502.21, Anoka County, Minnesota",707,69,0,9,46,32,388,70,221,54,33,26,0,9,0,9,10,16,0,9,9,15
1500000US270030502212,270030502212,"Block Group 2, Census Tract 502.21, Anoka County, Minnesota",440,66,0,9,0,9,84,41,316,78,8,13,24,18,8,12,0,9,0,9,0,9
1500000US270030502213,270030502213,"Block Group 3, Census Tract 502.21, Anoka County, Minnesota",1076,81,16,26,84,58,493,86,182,61,81,38,177,73,17,21,0,9,9,15,17,20
1500000US270030502221,270030502221,"Block Group 1, Census Tract 502.22, Anoka County, Minnesota",424,45,0,9,0,9,0,9,414,46,10,15,0,9,0,9,0,9,0,9,0,9
1500000US270030502222,270030502222,"Block Group 2, Census Tract 502.22, Anoka County, Minnesota",375,45,0,9,0,9,44,29,179,48,142,50,0,9,10,17,0,9,0,9,0,9
1500000US270030502223,270030502223,"Block Group 3, Census Tract 502.22, Anoka County, Minnesota",393,49,0,9,0,9,9,14,384,51,0,9,0,9,0,9,0,9,0,9,0,9
1500000US270030502224,270030502224,"Block Group 4, Census Tract 502.22, Anoka County, Minnesota",525,49,7,11,46,33,120,40,317,55,0,9,20,29,15,23,0,9,0,9,0,9
1500000US270030502231,270030502231,"Block Group 1, Census Tract 502.23, Anoka County, Minnesota",947,25,0,9,0,9,83,30,225,46,178,49,424,53,24,15,0,9,0,9,13,14
1500000US270030502241,270030502241,"Block Group 1, Census Tract 502.24, Anoka County, Minnesota",354,60,0,9,0,9,0,9,59,41,45,29,231,66,11,13,8,13,0,9,0,9
1500000US270030502242,270030502242,"Block Group 2, Census Tract 502.24, Anoka County, Minnesota",788,58,29,22,84,38,147,50,79,39,159,45,234,59,41,27,10,11,0,9,5,9
1500000US270030502251,270030502251,"Block Group 1, Census Tract 502.25, Anoka County, Minnesota",1197,114,0,9,23,38,181,80,284,124,282,135,319,94,72,61,29,32,0,9,7,12
1500000US270030502252,270030502252,"Block Group 2, Census Tract 502.25, Anoka County, Minnesota",968,120,0,9,11,18,652,129,79,62,65,64,112,64,33,32,16,26,0,9,0,9
1500000US270030502261,270030502261,"Block Group 1, Census Tract 502.26, Anoka County, Minnesota",1123,36,0,9,28,21,206,59,530,75,163,43,169,59,11,12,6,8,0,9,10,15
1500000US270030502271,270030502271,"Block Group 1, Census Tract 502.27, Anoka County, Minnesota",421,58,0,9,0,9,17,19,338,68,46,34,9,14,4,7,0,9,7,11,0,9
1500000US270030502272,270030502272,"Block Group 2, Census Tract 502.27, Anoka County, Minnesota",1169,65,49,54,7,11,372,80,492,88,200,62,39,26,10,16,0,9,0,9,0,9
1500000US270030502281,270030502281,"Block Group 1, Census Tract 502.28, Anoka County, Minnesota",773,96,16,17,16,19,287,79,40,22,67,36,329,84,9,14,0,9,0,9,9,15
1500000US270030502282,270030502282,"Block Group 2, Census Tract 502.28, Anoka County, Minnesota",1171,113,0,9,7,13,421,101,325,85,117,61,157,52,125,74,0,9,10,15,9,13
1500000US270030502291,270030502291,"Block Group 1, Census Tract 502.29, Anoka County, Minnesota",738,59,0,9,26,21,208,63,325,74,113,46,57,32,9,14,0,9,0,9,0,9
1500000US270030502292,270030502292,"Block Group 2, Census Tract 502.29, Anoka County, Minnesota",853,73,0,9,0,9,19,20,447,78,167,53,66,39,11,18,85,37,58,36,0,9
1500000US270030502301,270030502301,"Block Group 1, Census Tract 502.30, Anoka County, Minnesota",766,25,0,9,0,9,279,46,236,41,84,30,76,38,62,39,15,22,14,15,0,9
1500000US270030502321,270030502321,"Block Group 1, Census Tract 502.32, Anoka County, Minnesota",618,91,8,11,13,16,252,67,193,68,56,38,42,42,22,20,0,9,24,36,8,13
1500000US270030502322,270030502322,"Block Group 2, Census Tract 502.32, Anoka County, Minnesota",743,78,0,9,0,9,76,55,355,87,232,70,33,28,0,9,14,15,24,36,9,15
1500000US270030502331,270030502331,"Block Group 1, Census Tract 502.33, Anoka County, Minnesota",417,58,0,9,19,23,49,34,41,32,107,47,94,43,69,53,29,28,9,15,0,9
1500000US270030502332,270030502332,"Block Group 2, Census Tract 502.33, Anoka County, Minnesota",733,55,0,9,15,22,292,61,12,19,204,51,90,46,80,43,40,27,0,9,0,9
1500000US270030502341,270030502341,"Block Group 1, Census Tract 502.34, Anoka County, Minnesota",437,57,0,9,0,9,44,25,43,28,25,27,252,43,4,7,44,37,0,9,25,29
1500000US270030502342,270030502342,"Block Group 2, Census Tract 502.34, Anoka County, Minnesota",679,67,24,27,36,25,169,39,233,62,34,23,68,41,13,14,26,21,46,41,30,21
1500000US270030502351,270030502351,"Block Group 1, Census Tract 502.35, Anoka County, Minnesota",364,58,23,27,0,9,73,58,27,29,40,29,141,59,30,23,19,22,11,17,0,9
1500000US270030502352,270030502352,"Block Group 2, Census Tract 502.35, Anoka County, Minnesota",738,68,0,9,0,9,82,39,189,84,116,57,252,73,49,35,15,17,16,19,19,21
1500000US270030502361,270030502361,"Block Group 1, Census Tract 502.36, Anoka County, Minnesota",906,64,50,54,17,15,228,53,320,60,155,55,118,55,6,10,0,9,0,9,12,18
1500000US270030502362,270030502362,"Block Group 2, Census Tract 502.36, Anoka County, Minnesota",550,65,0,9,10,16,0,9,363,63,114,52,46,32,0,9,17,13,0,9,0,9
1500000US270030502371,270030502371,"Block Group 1, Census Tract 502.37, Anoka County, Minnesota",1338,76,0,9,13,20,327,85,636,82,228,71,92,42,7,12,25,19,0,9,10,17
1500000US270030502372,270030502372,"Block Group 2, Census Tract 502.37, Anoka County, Minnesota",725,85,15,23,0,9,110,43,378,93,113,43,21,24,58,39,17,19,0,9,13,17
1500000US270030504011,270030504011,"Block Group 1, Census Tract 504.01, Anoka County, Minnesota",612,84,0,9,0,9,0,9,270,67,137,54,107,59,41,36,27,24,0,9,30,37
1500000US270030504012,270030504012,"Block Group 2, Census Tract 504.01, Anoka County, Minnesota",497,79,0,9,0,9,0,9,23,37,55,49,138,74,91,59,89,58,32,25,69,40
1500000US270030504021,270030504021,"Block Group 1, Census Tract 504.02, Anoka County, Minnesota",506,89,0,9,19,24,34,28,114,55,85,51,176,85,40,39,8,12,20,26,10,15
1500000US270030504022,270030504022,"Block Group 2, Census Tract 504.02, Anoka County, Minnesota",697,84,0,9,0,9,70,45,122,40,207,67,110,60,113,51,34,23,7,10,34,27
1500000US270030504023,270030504023,"Block Group 3, Census Tract 504.02, Anoka County, Minnesota",538,82,0,9,0,9,9,14,18,19,120,62,55,36,69,41,35,28,72,40,160,70
1500000US270030505011,270030505011,"Block Group 1, Census Tract 505.01, Anoka County, Minnesota",425,81,0,9,0,9,50,35,66,39,76,50,54,34,29,26,19,22,10,16,121,51
1500000US270030505012,270030505012,"Block Group 2, Census Tract 505.01, Anoka County, Minnesota",500,97,0,9,0,9,0,9,34,46,162,71,33,27,107,76,91,54,25,19,48,43
1500000US270030505013,270030505013,"Block Group 3, Census Tract 505.01, Anoka County, Minnesota",342,64,0,9,0,9,67,36,8,12,22,24,33,27,42,38,55,29,75,43,40,28
1500000US270030505014,270030505014,"Block Group 4, Census Tract 505.01, Anoka County, Minnesota",249,64,9,14,0,9,0,9,19,19,7,11,97,66,48,46,16,18,7,11,46,29
1500000US270030505041,270030505041,"Block Group 1, Census Tract 505.04, Anoka County, Minnesota",583,70,0,9,14,22,0,9,53,45,82,45,70,44,71,47,244,74,19,22,30,27
1500000US270030505042,270030505042,"Block Group 2, Census Tract 505.04, Anoka County, Minnesota",592,74,19,28,9,13,42,37,6,11,35,34,54,36,117,43,234,78,26,25,50,41
1500000US270030505051,270030505051,"Block Group 1, Census Tract 505.05, Anoka County, Minnesota",452,71,0,9,0,9,0,9,11,17,292,69,107,35,36,45,0,9,6,10,0,9
1500000US270030505052,270030505052,"Block Group 2, Census Tract 505.05, Anoka County, Minnesota",297,52,0,9,0,9,0,9,20,21,11,16,33,25,193,52,40,42,0,9,0,9
1500000US270030505053,270030505053,"Block Group 3, Census Tract 505.05, Anoka County, Minnesota",366,60,42,32,37,21,9,16,9,14,0,9,73,37,167,55,21,23,0,9,8,13
1500000US270030505054,270030505054,"Block Group 4, Census Tract 505.05, Anoka County, Minnesota",801,77,0,9,24,37,29,23,7,12,102,72,385,94,145,75,48,29,26,23,35,31
1500000US270030506021,270030506021,"Block Group 1, Census Tract 506.02, Anoka County, Minnesota",435,50,0,9,0,9,0,9,37,27,140,51,59,40,170,37,29,17,0,9,0,9
1500000US270030506022,270030506022,"Block Group 2, Census Tract 506.02, Anoka County, Minnesota",482,60,0,9,0,9,0,9,4,6,31,18,52,45,304,62,78,30,0,9,13,14
1500000US270030506051,270030506051,"Block Group 1, Census Tract 506.05, Anoka County, Minnesota",472,88,0,9,0,9,59,63,28,31,90,43,113,80,136,58,16,24,30,34,0,9
1500000US270030506052,270030506052,"Block Group 2, Census Tract 506.05, Anoka County, Minnesota",582,96,0,9,0,9,0,9,0,9,15,24,459,102,92,49,16,26,0,9,0,9
1500000US270030506053,270030506053,"Block Group 3, Census Tract 506.05, Anoka County, Minnesota",456,91,0,9,0,9,13,21,0,9,43,69,114,80,271,68,0,9,0,9,15,23
1500000US270030506054,270030506054,"Block Group 4, Census Tract 506.05, Anoka County, Minnesota",687,87,23,37,0,9,0,9,73,76,31,34,161,88,310,89,74,47,0,9,15,24
1500000US270030506061,270030506061,"Block Group 1, Census Tract 506.06, Anoka County, Minnesota",503,50,0,9,0,9,16,21,45,27,57,17,315,58,33,27,16,15,16,14,5,8
1500000US270030506062,270030506062,"Block Group 2, Census Tract 506.06, Anoka County, Minnesota",367,45,0,9,0,9,9,10,48,31,85,35,103,41,16,14,20,16,59,32,27,26
1500000US270030506071,270030506071,"Block Group 1, Census Tract 506.07, Anoka County, Minnesota",345,73,0,9,0,9,0,9,31,36,14,20,8,14,222,68,46,30,0,9,24,37
1500000US270030506072,270030506072,"Block Group 2, Census Tract 506.07, Anoka County, Minnesota",585,79,0,9,0,9,14,15,119,73,243,68,132,69,70,38,7,10,0,9,0,9
1500000US270030506073,270030506073,"Block Group 3, Census Tract 506.07, Anoka County, Minnesota",341,67,0,9,0,9,17,24,29,37,24,37,0,9,81,28,170,56,20,31,0,9
1500000US270030506074,270030506074,"Block Group 4, Census Tract 506.07, Anoka County, Minnesota",555,91,0,9,0,9,26,34,119,62,263,81,62,41,21,25,38,29,0,9,26,24
1500000US270030506081,270030506081,"Block Group 1, Census Tract 506.08, Anoka County, Minnesota",1026,99,0,9,8,13,180,96,155,65,446,103,154,85,57,34,26,20,0,9,0,9
1500000US270030506082,270030506082,"Block Group 2, Census Tract 506.08, Anoka County, Minnesota",451,67,0,9,0,9,0,9,52,35,365,79,16,19,10,17,0,9,0,9,8,12
1500000US270030506083,270030506083,"Block Group 3, Census Tract 506.08, Anoka County, Minnesota",559,78,9,14,0,9,33,45,96,46,207,60,202,74,12,18,0,9,0,9,0,9
1500000US270030506091,270030506091,"Block Group 1, Census Tract 506.09, Anoka County, Minnesota",576,82,0,9,0,9,44,43,398,80,115,75,19,21,0,9,0,9,0,9,0,9
1500000US270030506092,270030506092,"Block Group 2, Census Tract 506.09, Anoka County, Minnesota",367,54,0,9,0,9,63,27,72,46,78,45,53,33,21,16,34,26,28,25,18,20
1500000US270030506093,270030506093,"Block Group 3, Census Tract 506.09, Anoka County, Minnesota",552,73,0,9,0,9,0,9,157,67,172,58,73,43,63,38,87,43,0,9,0,9
1500000US270030506101,270030506101,"Block Group 1, Census Tract 506.10, Anoka County, Minnesota",735,111,0,9,0,9,14,23,222,111,379,107,73,47,16,26,13,22,0,9,18,29
1500000US270030506102,270030506102,"Block Group 2, Census Tract 506.10, Anoka County, Minnesota",344,87,0,9,0,9,19,29,267,80,30,36,0,9,0,9,28,32,0,9,0,9
1500000US270030506103,270030506103,"Block Group 3, Census Tract 506.10, Anoka County, Minnesota",651,93,0,9,0,9,95,72,333,99,114,63,91,60,0,9,0,9,18,28,0,9
1500000US270030506104,270030506104,"Block Group 4, Census Tract 506.10, Anoka County, Minnesota",797,106,17,26,0,9,0,9,86,50,191,108,210,76,259,103,34,39,0,9,0,9
1500000US270030507021,270030507021,"Block Group 1, Census Tract 507.02, Anoka County, Minnesota",890,63,21,32,0,9,79,49,78,40,85,41,33,27,97,46,497,74,0,9,0,9
1500000US270030507022,270030507022,"Block Group 2, Census Tract 507.02, Anoka County, Minnesota",314,51,0,9,0,9,9,13,122,55,66,34,87,32,19,20,11,16,0,9,0,9
1500000US270030507041,270030507041,"Block Group 1, Census Tract 507.04, Anoka County, Minnesota",348,78,0,9,0,9,9,15,57,41,16,19,71,55,26,23,148,75,11,16,10,15
1500000US270030507042,270030507042,"Block Group 2, Census Tract 507.04, Anoka County, Minnesota",463,91,0,9,0,9,0,9,0,9,0,9,20,21,122,64,311,85,0,9,10,16
1500000US270030507043,270030507043,"Block Group 3, Census Tract 507.04, Anoka County, Minnesota",351,72,0,9,0,9,19,17,7,12,86,50,99,73,46,30,94,46,0,9,0,9
1500000US270030507044,270030507044,"Block Group 4, Census Tract 507.04, Anoka County, Minnesota",295,47,0,9,0,9,0,9,0,9,98,42,108,39,65,47,24,23,0,9,0,9
1500000US270030507045,270030507045,"Block Group 5, Census Tract 507.04, Anoka County, Minnesota",377,79,0,9,0,9,78,53,195,68,67,60,21,23,7,12,0,9,0,9,9,16
1500000US270030507061,270030507061,"Block Group 1, Census Tract 507.06, Anoka County, Minnesota",463,68,0,9,0,9,0,9,0,9,41,50,123,43,166,45,133,62,0,9,0,9
1500000US270030507062,270030507062,"Block Group 2, Census Tract 507.06, Anoka County, Minnesota",277,67,0,9,0,9,5,9,0,9,173,71,46,27,18,19,16,15,10,16,9,16
1500000US270030507063,270030507063,"Block Group 3, Census Tract 507.06, Anoka County, Minnesota",615,77,0,9,0,9,77,48,46,34,179,69,133,74,77,51,88,58,0,9,15,22
1500000US270030507071,270030507071,"Block Group 1, Census Tract 507.07, Anoka County, Minnesota",1088,97,0,9,58,45,658,100,94,63,229,67,33,38,16,25,0,9,0,9,0,9
1500000US270030507072,270030507072,"Block Group 2, Census Tract 507.07, Anoka County, Minnesota",532,76,0,9,0,9,53,48,246,91,233,72,0,9,0,9,0,9,0,9,0,9
1500000US270030507073,270030507073,"Block Group 3, Census Tract 507.07, Anoka County, Minnesota",531,93,0,9,0,9,58,53,205,127,212,69,15,23,25,28,0,9,0,9,16,27
1500000US270030507091,270030507091,"Block Group 1, Census Tract 507.09, Anoka County, Minnesota",520,63,8,13,0,9,15,18,60,32,77,45,52,29,56,31,239,60,13,19,0,9
1500000US270030507092,270030507092,"Block Group 2, Census Tract 507.09, Anoka County, Minnesota",616,68,0,9,0,9,22,23,477,76,32,25,6,12,10,15,35,26,34,44,0,9
1500000US270030507101,270030507101,"Block Group 1, Census Tract 507.10, Anoka County, Minnesota",307,55,0,9,0,9,0,9,80,40,207,53,11,17,0,9,9,15,0,9,0,9
1500000US270030507102,270030507102,"Block Group 2, Census Tract 507.10, Anoka County, Minnesota",333,62,0,9,0,9,0,9,0,9,110,50,27,15,7,11,189,48,0,9,0,9
1500000US270030507103,270030507103,"Block Group 3, Census Tract 507.10, Anoka County, Minnesota",270,47,0,9,0,9,0,9,19,20,156,49,16,14,26,22,53,32,0,9,0,9
1500000US270030507104,270030507104,"Block Group 4, Census Tract 507.10, Anoka County, Minnesota",531,69,0,9,0,9,95,42,203,65,137,64,51,43,37,45,8,12,0,9,0,9
1500000US270030507111,270030507111,"Block Group 1, Census Tract 507.11, Anoka County, Minnesota",314,61,0,9,0,9,10,15,58,24,189,49,12,14,45,49,0,9,0,9,0,9
1500000US270030507112,270030507112,"Block Group 2, Census Tract 507.11, Anoka County, Minnesota",311,72,10,16,5,10,6,10,91,42,175,71,12,15,0,9,12,14,0,9,0,9
1500000US270030507113,270030507113,"Block Group 3, Census Tract 507.11, Anoka County, Minnesota",381,69,0,9,0,9,9,15,96,52,203,74,38,26,18,29,0,9,10,16,7,11
1500000US270030507114,270030507114,"Block Group 4, Census Tract 507.11, Anoka County, Minnesota",309,74,0,9,0,9,7,11,48,55,230,75,24,21,0,9,0,9,0,9,0,9
1500000US270030507115,270030507115,"Block Group 5, Census Tract 507.11, Anoka County, Minnesota",424,68,0,9,0,9,31,27,23,24,172,62,191,57,0,9,7,11,0,9,0,9
1500000US270030507121,270030507121,"Block Group 1, Census Tract 507.12, Anoka County, Minnesota",370,56,0,9,0,9,90,44,232,53,8,14,0,9,0,9,33,26,0,9,7,10
1500000US270030507122,270030507122,"Block Group 2, Census Tract 507.12, Anoka County, Minnesota",381,63,0,9,0,9,34,42,210,67,127,50,10,16,0,9,0,9,0,9,0,9
1500000US270030507123,270030507123,"Block Group 3, Census Tract 507.12, Anoka County, Minnesota",437,89,0,9,28,27,9,14,98,76,65,40,222,69,15,18,0,9,0,9,0,9
1500000US270030507124,270030507124,"Block Group 4, Census Tract 507.12, Anoka County, Minnesota",527,75,0,9,0,9,18,14,102,68,298,67,78,54,7,11,7,10,10,15,7,11
1500000US270030508051,270030508051,"Block Group 1, Census Tract 508.05, Anoka County, Minnesota",907,147,0,9,0,9,49,39,383,130,71,58,356,115,33,40,0,9,0,9,15,25
1500000US270030508052,270030508052,"Block Group 2, Census Tract 508.05, Anoka County, Minnesota",400,81,0,9,61,27,37,33,21,34,0,9,247,86,34,39,0,9,0,9,0,9
1500000US270030508053,270030508053,"Block Group 3, Census Tract 508.05, Anoka County, Minnesota",744,151,0,9,0,9,67,61,124,83,93,95,171,79,195,96,94,81,0,9,0,9
1500000US270030508054,270030508054,"Block Group 4, Census Tract 508.05, Anoka County, Minnesota",346,85,0,9,0,9,0,9,45,57,169,68,101,64,16,25,0,9,0,9,15,24
1500000US270030508061,270030508061,"Block Group 1, Census Tract 508.06, Anoka County, Minnesota",770,105,0,9,159,71,124,58,105,61,60,61,40,38,252,85,30,35,0,9,0,9
1500000US270030508062,270030508062,"Block Group 2, Census Tract 508.06, Anoka County, Minnesota",236,55,0,9,0,9,0,9,0,9,0,9,171,68,41,37,14,23,0,9,10,16
1500000US270030508063,270030508063,"Block Group 3, Census Tract 508.06, Anoka County, Minnesota",530,91,0,9,0,9,51,49,141,59,90,63,94,57,128,92,11,18,0,9,15,22
1500000US270030508064,270030508064,"Block Group 4, Census Tract 508.06, Anoka County, Minnesota",914,118,0,9,0,9,174,107,316,93,198,87,226,112,0,9,0,9,0,9,0,9
1500000US270030508071,270030508071,"Block Group 1, Census Tract 508.07, Anoka County, Minnesota",243,51,0,9,0,9,0,9,31,28,60,24,21,21,131,51,0,9,0,9,0,9
1500000US270030508072,270030508072,"Block Group 2, Census Tract 508.07, Anoka County, Minnesota",380,73,0,9,0,9,20,23,112,66,37,36,127,59,84,43,0,9,0,9,0,9
1500000US270030508073,270030508073,"Block Group 3, Census Tract 508.07, Anoka County, Minnesota",358,59,0,9,0,9,0,9,7,11,7,12,8,14,208,64,108,43,0,9,20,21
1500000US270030508074,270030508074,"Block Group 4, Census Tract 508.07, Anoka County, Minnesota",458,64,0,9,0,9,142,49,78,44,0,9,49,49,144,54,10,16,13,19,22,24
