GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Built 2014 or later,Margin of Error; Total: - Built 2014 or later,Estimate; Total: - Built 2010 to 2013,Margin of Error; Total: - Built 2010 to 2013,Estimate; Total: - Built 2000 to 2009,Margin of Error; Total: - Built 2000 to 2009,Estimate; Total: - Built 1990 to 1999,Margin of Error; Total: - Built 1990 to 1999,Estimate; Total: - Built 1980 to 1989,Margin of Error; Total: - Built 1980 to 1989,Estimate; Total: - Built 1970 to 1979,Margin of Error; Total: - Built 1970 to 1979,Estimate; Total: - Built 1960 to 1969,Margin of Error; Total: - Built 1960 to 1969,Estimate; Total: - Built 1950 to 1959,Margin of Error; Total: - Built 1950 to 1959,Estimate; Total: - Built 1940 to 1949,Margin of Error; Total: - Built 1940 to 1949,Estimate; Total: - Built 1939 or earlier,Margin of Error; Total: - Built 1939 or earlier
1500000US270530275013,270530275013,"Block Group 3, Census Tract 275.01, Hennepin County, Minnesota",761,72,10,10,5,7,45,27,37,18,84,33,43,21,118,42,96,40,79,39,244,49
1500000US270530275014,270530275014,"Block Group 4, Census Tract 275.01, Hennepin County, Minnesota",370,42,6,8,3,5,15,9,42,20,72,26,50,22,50,27,33,19,26,18,73,23
1500000US270530275031,270530275031,"Block Group 1, Census Tract 275.03, Hennepin County, Minnesota",281,52,0,9,0,9,53,25,48,26,17,19,37,43,67,33,49,33,0,9,10,15
1500000US270530275032,270530275032,"Block Group 2, Census Tract 275.03, Hennepin County, Minnesota",485,65,9,13,0,9,63,36,161,51,66,35,72,40,34,24,44,43,0,9,36,42
1500000US270530275033,270530275033,"Block Group 3, Census Tract 275.03, Hennepin County, Minnesota",373,65,0,9,0,9,10,18,118,50,92,58,44,32,32,29,16,13,0,9,61,59
1500000US270530275034,270530275034,"Block Group 4, Census Tract 275.03, Hennepin County, Minnesota",493,64,0,9,0,9,129,62,61,32,53,35,100,43,45,22,19,23,29,26,57,34
1500000US270530275041,270530275041,"Block Group 1, Census Tract 275.04, Hennepin County, Minnesota",356,61,0,9,0,9,58,39,70,32,47,33,65,39,26,32,47,44,0,9,43,31
1500000US270530275042,270530275042,"Block Group 2, Census Tract 275.04, Hennepin County, Minnesota",572,55,0,9,0,9,9,16,125,52,352,75,10,17,17,19,35,32,12,18,12,18
1500000US270530275043,270530275043,"Block Group 3, Census Tract 275.04, Hennepin County, Minnesota",432,60,0,9,0,9,49,33,68,40,51,32,116,56,30,29,51,38,2,6,65,43
1500000US270530276011,270530276011,"Block Group 1, Census Tract 276.01, Hennepin County, Minnesota",296,56,0,9,0,9,27,20,29,27,74,53,85,54,0,9,27,21,9,15,45,47
1500000US270530276012,270530276012,"Block Group 2, Census Tract 276.01, Hennepin County, Minnesota",553,79,11,17,0,9,0,9,46,32,94,53,135,49,99,44,9,14,19,21,140,82
1500000US270530276013,270530276013,"Block Group 3, Census Tract 276.01, Hennepin County, Minnesota",271,48,0,9,0,9,30,27,0,9,9,15,53,36,44,30,39,40,41,40,55,35
1500000US270530276014,270530276014,"Block Group 4, Census Tract 276.01, Hennepin County, Minnesota",795,72,7,11,0,9,215,48,17,18,37,29,173,69,118,43,136,51,18,21,74,51
1500000US270530276021,270530276021,"Block Group 1, Census Tract 276.02, Hennepin County, Minnesota",262,64,0,9,0,9,0,9,13,21,65,55,114,67,20,23,0,9,0,9,50,36
1500000US270530276022,270530276022,"Block Group 2, Census Tract 276.02, Hennepin County, Minnesota",555,98,0,9,0,9,26,32,42,39,14,22,143,105,259,123,19,32,37,31,15,25
1500000US270530276023,270530276023,"Block Group 3, Census Tract 276.02, Hennepin County, Minnesota",622,102,0,9,0,9,9,16,13,24,211,116,131,85,45,35,17,28,42,31,154,69
1500000US270530276024,270530276024,"Block Group 4, Census Tract 276.02, Hennepin County, Minnesota",463,92,0,9,0,9,16,25,97,88,30,33,17,27,79,53,97,65,70,70,57,50
1500000US270530276025,270530276025,"Block Group 5, Census Tract 276.02, Hennepin County, Minnesota",483,106,0,9,0,9,98,70,35,41,99,82,158,103,33,40,0,9,0,9,60,57
1500000US270530276026,270530276026,"Block Group 6, Census Tract 276.02, Hennepin County, Minnesota",276,74,0,9,0,9,0,9,0,9,129,75,60,46,16,28,17,28,31,34,23,27
1500000US270530277001,270530277001,"Block Group 1, Census Tract 277, Hennepin County, Minnesota",669,105,0,9,0,9,48,45,191,76,162,92,63,40,84,69,14,22,13,20,94,92
1500000US270530277002,270530277002,"Block Group 2, Census Tract 277, Hennepin County, Minnesota",519,70,0,9,17,27,162,52,45,35,75,49,84,58,28,31,13,19,0,9,95,55
1500000US270530277003,270530277003,"Block Group 3, Census Tract 277, Hennepin County, Minnesota",1348,104,0,9,80,50,544,90,378,72,90,38,81,33,31,26,20,15,26,27,98,47
1500000US270530277004,270530277004,"Block Group 4, Census Tract 277, Hennepin County, Minnesota",472,114,17,27,0,9,148,69,63,40,127,99,36,39,16,25,31,35,18,27,16,26
1500000US270530277005,270530277005,"Block Group 5, Census Tract 277, Hennepin County, Minnesota",590,150,74,81,13,22,71,90,29,35,138,86,16,25,151,129,13,20,0,9,85,90
1500000US270531002001,270531002001,"Block Group 1, Census Tract 1002, Hennepin County, Minnesota",642,76,0,9,9,13,0,9,0,9,9,15,31,40,0,9,141,63,195,60,257,82
1500000US270531002002,270531002002,"Block Group 2, Census Tract 1002, Hennepin County, Minnesota",435,98,0,9,0,9,8,14,12,18,29,27,0,9,17,19,87,85,23,22,259,73
1500000US270531002003,270531002003,"Block Group 3, Census Tract 1002, Hennepin County, Minnesota",623,100,0,9,0,9,7,11,42,47,55,49,158,100,27,28,61,42,46,44,227,75
1500000US270531004001,270531004001,"Block Group 1, Census Tract 1004, Hennepin County, Minnesota",363,66,0,9,0,9,6,9,0,9,19,30,21,25,11,12,50,42,34,36,222,65
1500000US270531004002,270531004002,"Block Group 2, Census Tract 1004, Hennepin County, Minnesota",317,65,0,9,0,9,5,8,0,9,0,9,13,13,19,30,6,9,30,21,244,70
1500000US270531004003,270531004003,"Block Group 3, Census Tract 1004, Hennepin County, Minnesota",478,73,0,9,0,9,5,7,5,9,39,36,35,28,9,14,39,32,98,48,248,61
1500000US270531005001,270531005001,"Block Group 1, Census Tract 1005, Hennepin County, Minnesota",254,33,0,9,0,9,5,8,6,8,0,9,23,18,5,7,97,37,82,35,36,21
1500000US270531005002,270531005002,"Block Group 2, Census Tract 1005, Hennepin County, Minnesota",726,41,0,9,0,9,78,31,22,19,4,7,61,34,108,39,102,48,82,36,269,54
1500000US270531007001,270531007001,"Block Group 1, Census Tract 1007, Hennepin County, Minnesota",449,109,0,9,0,9,0,9,0,9,17,28,0,9,15,18,17,20,60,40,340,108
1500000US270531007002,270531007002,"Block Group 2, Census Tract 1007, Hennepin County, Minnesota",252,70,0,9,0,9,20,26,0,9,9,16,7,13,0,9,42,27,24,28,150,62
1500000US270531007003,270531007003,"Block Group 3, Census Tract 1007, Hennepin County, Minnesota",392,89,0,9,0,9,0,9,8,14,8,12,43,51,11,18,34,27,36,31,252,86
1500000US270531007004,270531007004,"Block Group 4, Census Tract 1007, Hennepin County, Minnesota",169,72,0,9,0,9,6,12,6,10,0,9,23,30,0,9,19,28,6,11,109,75
1500000US270531008001,270531008001,"Block Group 1, Census Tract 1008, Hennepin County, Minnesota",268,101,0,9,0,9,0,9,0,9,7,13,24,27,14,21,13,22,96,88,114,64
1500000US270531008002,270531008002,"Block Group 2, Census Tract 1008, Hennepin County, Minnesota",443,96,0,9,0,9,0,9,0,9,6,13,0,9,0,9,90,64,50,44,297,92
1500000US270531008003,270531008003,"Block Group 3, Census Tract 1008, Hennepin County, Minnesota",374,100,0,9,0,9,0,9,0,9,0,9,0,9,41,37,16,24,158,91,159,79
1500000US270531008004,270531008004,"Block Group 4, Census Tract 1008, Hennepin County, Minnesota",476,137,0,9,0,9,13,21,13,20,0,9,8,13,2,10,74,65,157,123,209,100
1500000US270531009001,270531009001,"Block Group 1, Census Tract 1009, Hennepin County, Minnesota",285,114,0,9,0,9,0,9,0,9,24,28,0,9,29,34,87,84,40,38,105,67
1500000US270531009002,270531009002,"Block Group 2, Census Tract 1009, Hennepin County, Minnesota",469,122,0,9,6,10,6,9,35,61,0,9,26,35,8,13,98,85,160,111,130,76
1500000US270531009003,270531009003,"Block Group 3, Census Tract 1009, Hennepin County, Minnesota",319,100,0,9,0,9,0,9,0,9,0,9,0,9,32,49,71,80,0,9,216,95
1500000US270531009004,270531009004,"Block Group 4, Census Tract 1009, Hennepin County, Minnesota",276,93,0,9,7,11,31,38,17,22,4,9,0,9,24,33,0,9,0,9,193,97
1500000US270531009005,270531009005,"Block Group 5, Census Tract 1009, Hennepin County, Minnesota",399,113,0,9,0,9,9,15,7,11,92,71,0,9,0,9,14,16,27,35,250,98
1500000US270531012001,270531012001,"Block Group 1, Census Tract 1012, Hennepin County, Minnesota",501,94,0,9,0,9,13,23,24,37,0,9,24,37,15,24,0,9,34,49,391,87
1500000US270531012002,270531012002,"Block Group 2, Census Tract 1012, Hennepin County, Minnesota",453,110,0,9,0,9,0,9,0,9,0,9,0,9,0,9,10,17,123,70,320,101
1500000US270531012003,270531012003,"Block Group 3, Census Tract 1012, Hennepin County, Minnesota",573,104,0,9,0,9,0,9,0,9,0,9,0,9,0,9,49,37,111,54,413,100
1500000US270531012004,270531012004,"Block Group 4, Census Tract 1012, Hennepin County, Minnesota",610,89,0,9,0,9,0,9,52,43,40,37,75,76,72,53,66,54,69,54,236,68
1500000US270531013001,270531013001,"Block Group 1, Census Tract 1013, Hennepin County, Minnesota",314,48,6,11,0,9,20,21,12,13,20,15,14,16,25,23,22,16,48,32,147,46
1500000US270531013002,270531013002,"Block Group 2, Census Tract 1013, Hennepin County, Minnesota",272,48,0,9,0,9,100,46,0,9,9,14,21,20,13,18,7,11,13,14,109,43
1500000US270531016001,270531016001,"Block Group 1, Census Tract 1016, Hennepin County, Minnesota",375,76,0,9,0,9,0,9,0,9,111,56,78,48,26,27,34,33,9,13,117,54
1500000US270531016002,270531016002,"Block Group 2, Census Tract 1016, Hennepin County, Minnesota",264,67,0,9,22,32,0,9,7,10,17,27,23,23,28,34,13,14,0,9,154,58
1500000US270531016003,270531016003,"Block Group 3, Census Tract 1016, Hennepin County, Minnesota",318,89,0,9,0,9,5,7,34,43,0,9,47,36,28,35,32,45,11,14,161,68
1500000US270531018001,270531018001,"Block Group 1, Census Tract 1018, Hennepin County, Minnesota",565,87,0,9,0,9,0,9,0,9,9,15,0,9,61,34,27,22,45,32,423,98
1500000US270531018002,270531018002,"Block Group 2, Census Tract 1018, Hennepin County, Minnesota",613,103,0,9,0,9,76,46,36,41,79,72,0,9,90,74,21,24,17,18,294,68
1500000US270531018003,270531018003,"Block Group 3, Census Tract 1018, Hennepin County, Minnesota",523,88,0,9,0,9,93,73,20,23,0,9,6,11,35,54,66,48,24,22,279,89
1500000US270531019001,270531019001,"Block Group 1, Census Tract 1019, Hennepin County, Minnesota",558,91,0,9,0,9,0,9,0,9,8,13,41,32,9,14,35,43,29,29,436,90
1500000US270531019002,270531019002,"Block Group 2, Census Tract 1019, Hennepin County, Minnesota",511,83,0,9,0,9,0,9,0,9,0,9,168,65,70,44,65,36,10,17,198,72
1500000US270531019003,270531019003,"Block Group 3, Census Tract 1019, Hennepin County, Minnesota",447,69,0,9,22,27,5,9,7,11,111,60,27,33,9,13,70,47,0,9,196,73
1500000US270531020001,270531020001,"Block Group 1, Census Tract 1020, Hennepin County, Minnesota",315,56,0,9,14,21,25,24,5,11,7,9,49,34,5,7,0,9,46,30,164,52
1500000US270531020002,270531020002,"Block Group 2, Census Tract 1020, Hennepin County, Minnesota",296,58,0,9,30,22,18,23,0,9,6,9,17,15,8,10,22,23,20,16,175,54
1500000US270531020003,270531020003,"Block Group 3, Census Tract 1020, Hennepin County, Minnesota",283,59,0,9,0,9,3,7,0,9,15,24,5,8,10,10,21,16,42,31,187,60
1500000US270531021001,270531021001,"Block Group 1, Census Tract 1021, Hennepin County, Minnesota",311,62,6,8,10,16,45,44,20,20,24,23,16,23,20,22,4,6,13,20,153,52
1500000US270531021002,270531021002,"Block Group 2, Census Tract 1021, Hennepin County, Minnesota",278,49,6,9,0,9,58,44,5,7,5,7,20,18,35,33,37,31,5,7,107,44
1500000US270531021003,270531021003,"Block Group 3, Census Tract 1021, Hennepin County, Minnesota",225,46,0,9,11,11,71,35,9,14,3,5,26,21,13,19,20,16,25,25,47,24
1500000US270531023001,270531023001,"Block Group 1, Census Tract 1023, Hennepin County, Minnesota",258,52,0,9,0,9,29,15,0,9,53,21,5,9,17,21,16,20,0,9,138,54
1500000US270531023002,270531023002,"Block Group 2, Census Tract 1023, Hennepin County, Minnesota",461,70,0,9,0,9,30,29,3,5,102,56,129,37,111,55,29,29,5,7,52,43
1500000US270531025001,270531025001,"Block Group 1, Census Tract 1025, Hennepin County, Minnesota",267,51,0,9,0,9,0,9,7,12,10,15,8,14,0,9,18,21,8,12,216,52
1500000US270531025002,270531025002,"Block Group 2, Census Tract 1025, Hennepin County, Minnesota",456,86,0,9,0,9,17,19,0,9,0,9,9,14,0,9,53,47,0,9,377,85
1500000US270531025003,270531025003,"Block Group 3, Census Tract 1025, Hennepin County, Minnesota",659,91,0,9,30,41,9,14,0,9,19,23,93,61,18,22,67,32,0,9,423,98
1500000US270531026001,270531026001,"Block Group 1, Census Tract 1026, Hennepin County, Minnesota",282,47,0,9,6,8,17,17,9,10,20,16,5,7,9,11,26,20,20,15,170,48
1500000US270531026002,270531026002,"Block Group 2, Census Tract 1026, Hennepin County, Minnesota",518,48,5,8,0,9,6,10,43,24,57,28,30,21,59,43,40,29,9,10,269,59
1500000US270531028001,270531028001,"Block Group 1, Census Tract 1028, Hennepin County, Minnesota",349,69,0,9,0,9,44,29,7,11,29,31,6,9,5,9,7,11,21,28,230,72
1500000US270531028002,270531028002,"Block Group 2, Census Tract 1028, Hennepin County, Minnesota",225,57,0,9,0,9,56,32,0,9,0,9,23,30,4,7,31,32,6,10,105,51
1500000US270531028003,270531028003,"Block Group 3, Census Tract 1028, Hennepin County, Minnesota",454,69,0,9,0,9,51,39,9,11,41,32,17,16,57,35,35,26,21,23,223,68
1500000US270531029001,270531029001,"Block Group 1, Census Tract 1029, Hennepin County, Minnesota",461,31,0,9,0,9,46,24,17,14,68,29,49,24,17,16,28,25,9,10,227,46
1500000US270531030001,270531030001,"Block Group 1, Census Tract 1030, Hennepin County, Minnesota",323,39,0,9,0,9,0,9,31,20,49,33,67,29,43,22,18,16,35,28,80,41
1500000US270531030002,270531030002,"Block Group 2, Census Tract 1030, Hennepin County, Minnesota",460,46,0,9,20,24,16,15,0,9,14,13,58,28,92,42,0,9,5,8,255,47
1500000US270531031001,270531031001,"Block Group 1, Census Tract 1031, Hennepin County, Minnesota",1166,25,0,9,25,24,15,19,41,23,116,50,275,97,144,76,111,71,46,48,393,99
1500000US270531034001,270531034001,"Block Group 1, Census Tract 1034, Hennepin County, Minnesota",432,88,0,9,17,29,128,87,22,39,0,9,191,98,48,45,0,9,0,9,26,35
1500000US270531034002,270531034002,"Block Group 2, Census Tract 1034, Hennepin County, Minnesota",320,84,0,9,0,9,241,87,8,14,0,9,0,9,28,42,17,28,0,9,26,22
1500000US270531034003,270531034003,"Block Group 3, Census Tract 1034, Hennepin County, Minnesota",455,91,0,9,57,33,233,78,17,19,0,9,0,9,28,43,33,37,0,9,87,45
1500000US270531036001,270531036001,"Block Group 1, Census Tract 1036, Hennepin County, Minnesota",435,61,0,9,0,9,0,9,7,12,149,34,34,37,56,46,18,20,20,24,151,53
1500000US270531036002,270531036002,"Block Group 2, Census Tract 1036, Hennepin County, Minnesota",1007,60,26,16,13,20,286,55,117,56,343,67,7,12,22,23,16,19,24,25,153,47
1500000US270531037001,270531037001,"Block Group 1, Census Tract 1037, Hennepin County, Minnesota",419,81,0,9,0,9,0,9,24,23,29,23,148,47,43,32,27,42,12,15,136,62
1500000US270531037002,270531037002,"Block Group 2, Census Tract 1037, Hennepin County, Minnesota",667,84,0,9,0,9,0,9,13,22,76,33,169,69,165,71,33,24,53,36,158,38
1500000US270531037003,270531037003,"Block Group 3, Census Tract 1037, Hennepin County, Minnesota",855,101,34,28,81,52,120,52,15,17,71,34,240,96,57,42,76,46,0,9,161,78
1500000US270531039001,270531039001,"Block Group 1, Census Tract 1039, Hennepin County, Minnesota",509,82,114,60,13,14,41,35,46,22,15,18,70,48,24,21,32,30,47,40,107,67
1500000US270531039002,270531039002,"Block Group 2, Census Tract 1039, Hennepin County, Minnesota",624,82,88,47,182,65,74,53,86,45,21,20,90,48,13,15,34,38,14,15,22,19
1500000US270531040001,270531040001,"Block Group 1, Census Tract 1040, Hennepin County, Minnesota",694,108,0,9,0,9,20,32,12,20,25,29,63,46,54,39,39,38,48,42,433,119
1500000US270531040002,270531040002,"Block Group 2, Census Tract 1040, Hennepin County, Minnesota",403,120,0,9,0,9,131,110,36,45,37,29,53,68,40,38,19,32,0,9,87,73
1500000US270531040003,270531040003,"Block Group 3, Census Tract 1040, Hennepin County, Minnesota",618,142,0,9,0,9,22,25,0,9,72,52,23,25,20,23,82,63,7,11,392,161
1500000US270531040004,270531040004,"Block Group 4, Census Tract 1040, Hennepin County, Minnesota",330,91,0,9,0,9,0,9,48,42,57,61,156,70,20,37,17,26,32,34,0,9
1500000US270531040005,270531040005,"Block Group 5, Census Tract 1040, Hennepin County, Minnesota",495,99,0,9,0,9,44,71,41,40,23,27,47,35,62,80,27,43,12,20,239,85
1500000US270531041001,270531041001,"Block Group 1, Census Tract 1041, Hennepin County, Minnesota",741,82,0,9,0,9,82,59,21,24,45,31,84,74,28,27,33,29,47,49,401,109
1500000US270531041002,270531041002,"Block Group 2, Census Tract 1041, Hennepin County, Minnesota",655,90,0,9,0,9,19,30,27,25,0,9,157,65,103,57,54,45,23,25,272,92
1500000US270531044001,270531044001,"Block Group 1, Census Tract 1044, Hennepin County, Minnesota",448,100,0,9,0,9,128,65,100,64,49,40,9,14,24,28,0,9,0,9,138,74
1500000US270531044002,270531044002,"Block Group 2, Census Tract 1044, Hennepin County, Minnesota",893,103,0,9,0,9,131,69,113,58,292,90,58,50,52,50,88,70,17,22,142,72
1500000US270531048001,270531048001,"Block Group 1, Census Tract 1048, Hennepin County, Minnesota",995,147,19,32,129,69,174,93,95,84,74,68,380,100,16,25,20,31,0,9,88,85
1500000US270531048002,270531048002,"Block Group 2, Census Tract 1048, Hennepin County, Minnesota",667,166,62,58,18,27,151,112,0,9,0,9,188,121,195,101,53,87,0,9,0,9
1500000US270531048003,270531048003,"Block Group 3, Census Tract 1048, Hennepin County, Minnesota",458,117,12,20,13,20,0,9,90,89,14,22,18,30,14,24,0,9,0,9,297,102
1500000US270531048004,270531048004,"Block Group 4, Census Tract 1048, Hennepin County, Minnesota",1202,212,49,75,14,30,0,9,0,9,0,9,564,178,270,134,106,91,0,9,199,157
1500000US270531048005,270531048005,"Block Group 5, Census Tract 1048, Hennepin County, Minnesota",159,82,0,9,0,9,0,9,0,9,0,9,13,21,49,56,13,21,14,22,70,67
1500000US270531049001,270531049001,"Block Group 1, Census Tract 1049, Hennepin County, Minnesota",834,144,0,9,115,54,300,125,76,68,18,33,0,9,91,82,81,88,27,43,126,98
1500000US270531049002,270531049002,"Block Group 2, Census Tract 1049, Hennepin County, Minnesota",593,109,64,56,147,63,6,13,91,49,51,49,130,84,11,17,26,42,0,9,67,50
1500000US270531049003,270531049003,"Block Group 3, Census Tract 1049, Hennepin County, Minnesota",494,106,0,9,77,48,121,69,78,63,11,19,101,52,26,29,21,24,0,9,59,63
1500000US270531049004,270531049004,"Block Group 4, Census Tract 1049, Hennepin County, Minnesota",80,48,44,41,27,23,9,14,0,9,0,9,0,9,0,9,0,9,0,9,0,9
1500000US270531049005,270531049005,"Block Group 5, Census Tract 1049, Hennepin County, Minnesota",264,84,0,9,36,34,108,90,24,28,14,23,47,44,0,9,0,9,0,9,35,31
1500000US270531051001,270531051001,"Block Group 1, Census Tract 1051, Hennepin County, Minnesota",521,60,3,7,7,11,35,31,11,18,0,9,21,25,13,16,59,35,76,30,296,55
1500000US270531051002,270531051002,"Block Group 2, Census Tract 1051, Hennepin County, Minnesota",367,63,0,9,0,9,8,13,13,19,0,9,8,13,10,12,58,36,63,41,207,60
1500000US270531051003,270531051003,"Block Group 3, Census Tract 1051, Hennepin County, Minnesota",396,50,12,19,0,9,25,28,17,27,30,25,120,43,36,29,57,29,28,31,71,44
1500000US270531052011,270531052011,"Block Group 1, Census Tract 1052.01, Hennepin County, Minnesota",1190,112,0,9,16,24,0,9,41,45,571,115,383,103,35,33,15,25,0,9,129,95
1500000US270531052012,270531052012,"Block Group 2, Census Tract 1052.01, Hennepin County, Minnesota",1084,115,0,9,22,24,202,96,281,116,138,82,30,35,18,33,35,39,22,25,336,111
1500000US270531052041,270531052041,"Block Group 1, Census Tract 1052.04, Hennepin County, Minnesota",608,127,0,9,0,9,0,9,36,30,125,86,94,71,176,88,26,30,28,30,123,102
1500000US270531052042,270531052042,"Block Group 2, Census Tract 1052.04, Hennepin County, Minnesota",1432,146,177,142,27,31,153,98,37,30,76,51,490,123,46,39,84,53,32,30,310,105
1500000US270531054001,270531054001,"Block Group 1, Census Tract 1054, Hennepin County, Minnesota",1373,115,10,17,0,9,572,90,23,21,0,9,25,21,0,9,31,28,36,39,676,110
1500000US270531054002,270531054002,"Block Group 2, Census Tract 1054, Hennepin County, Minnesota",658,103,16,26,0,9,0,9,16,18,88,59,16,16,31,36,74,53,41,46,376,98
1500000US270531055001,270531055001,"Block Group 1, Census Tract 1055, Hennepin County, Minnesota",1028,124,0,9,0,9,0,9,43,41,206,101,97,51,269,99,0,9,43,40,370,108
1500000US270531055002,270531055002,"Block Group 2, Census Tract 1055, Hennepin County, Minnesota",727,121,0,9,0,9,0,9,0,9,26,30,87,78,160,79,42,39,17,26,395,100
1500000US270531055003,270531055003,"Block Group 3, Census Tract 1055, Hennepin County, Minnesota",225,47,0,9,0,9,0,9,0,9,0,9,22,26,0,9,41,39,0,9,162,47
1500000US270531055004,270531055004,"Block Group 4, Census Tract 1055, Hennepin County, Minnesota",399,77,14,21,0,9,0,9,28,31,48,41,12,20,25,31,31,35,13,22,228,88
1500000US270531056001,270531056001,"Block Group 1, Census Tract 1056, Hennepin County, Minnesota",759,118,0,9,0,9,13,21,0,9,0,9,174,134,132,81,20,31,137,99,283,125
1500000US270531056002,270531056002,"Block Group 2, Census Tract 1056, Hennepin County, Minnesota",668,116,0,9,0,9,12,20,20,31,116,87,71,45,97,65,15,24,43,40,294,124
1500000US270531056003,270531056003,"Block Group 3, Census Tract 1056, Hennepin County, Minnesota",1093,146,0,9,54,24,272,86,34,39,46,45,162,72,270,89,69,89,35,39,151,96
1500000US270531056004,270531056004,"Block Group 4, Census Tract 1056, Hennepin County, Minnesota",801,126,0,9,0,9,0,9,17,28,0,9,0,9,75,56,202,90,135,106,372,114
1500000US270531057001,270531057001,"Block Group 1, Census Tract 1057, Hennepin County, Minnesota",589,117,0,9,0,9,9,15,0,9,16,14,0,9,9,15,73,42,59,34,423,111
1500000US270531057002,270531057002,"Block Group 2, Census Tract 1057, Hennepin County, Minnesota",853,121,0,9,0,9,137,61,0,9,28,33,190,92,55,49,69,83,25,29,349,104
1500000US270531057003,270531057003,"Block Group 3, Census Tract 1057, Hennepin County, Minnesota",762,123,0,9,83,91,0,9,0,9,20,22,42,44,56,33,59,54,40,32,462,121
1500000US270531060001,270531060001,"Block Group 1, Census Tract 1060, Hennepin County, Minnesota",483,99,0,9,0,9,102,66,13,20,25,30,29,47,50,50,48,35,28,31,188,97
1500000US270531060002,270531060002,"Block Group 2, Census Tract 1060, Hennepin County, Minnesota",646,124,0,9,0,9,28,31,98,56,50,28,76,62,157,87,30,45,0,9,207,96
1500000US270531060003,270531060003,"Block Group 3, Census Tract 1060, Hennepin County, Minnesota",333,90,0,9,0,9,4,15,26,40,9,14,37,47,160,79,0,9,10,15,87,57
1500000US270531062001,270531062001,"Block Group 1, Census Tract 1062, Hennepin County, Minnesota",1109,127,0,9,0,9,69,65,25,41,47,41,451,121,377,130,30,35,9,14,101,68
1500000US270531062002,270531062002,"Block Group 2, Census Tract 1062, Hennepin County, Minnesota",456,75,0,9,0,9,29,44,0,9,53,32,58,36,13,21,38,38,0,9,265,71
1500000US270531062003,270531062003,"Block Group 3, Census Tract 1062, Hennepin County, Minnesota",431,95,42,32,30,33,44,43,0,9,24,23,58,46,18,20,9,14,60,50,146,71
1500000US270531064001,270531064001,"Block Group 1, Census Tract 1064, Hennepin County, Minnesota",573,67,6,12,5,9,0,9,105,61,60,35,93,43,189,70,41,37,36,30,38,26
1500000US270531064002,270531064002,"Block Group 2, Census Tract 1064, Hennepin County, Minnesota",451,59,0,9,0,9,6,9,22,34,0,9,11,14,7,13,8,10,14,16,383,55
1500000US270531065001,270531065001,"Block Group 1, Census Tract 1065, Hennepin County, Minnesota",533,114,0,9,0,9,68,79,17,27,55,39,13,21,41,34,75,71,0,9,264,86
1500000US270531065002,270531065002,"Block Group 2, Census Tract 1065, Hennepin County, Minnesota",575,106,0,9,13,22,17,21,0,9,58,63,0,9,0,9,12,18,11,18,464,104
1500000US270531065003,270531065003,"Block Group 3, Census Tract 1065, Hennepin County, Minnesota",1420,137,26,31,66,81,296,108,221,133,173,110,63,49,65,80,138,89,57,46,315,107
1500000US270531066001,270531066001,"Block Group 1, Census Tract 1066, Hennepin County, Minnesota",388,53,0,9,0,9,0,9,8,14,0,9,18,19,18,20,47,30,9,15,288,53
1500000US270531066002,270531066002,"Block Group 2, Census Tract 1066, Hennepin County, Minnesota",630,73,0,9,0,9,0,9,19,21,220,60,37,25,19,21,32,28,35,45,268,67
1500000US270531066003,270531066003,"Block Group 3, Census Tract 1066, Hennepin County, Minnesota",324,65,0,9,0,9,0,9,8,13,9,14,19,21,0,9,10,15,0,9,278,70
1500000US270531067001,270531067001,"Block Group 1, Census Tract 1067, Hennepin County, Minnesota",634,136,0,9,13,22,16,25,0,9,0,9,183,97,89,64,0,9,16,26,317,136
1500000US270531067002,270531067002,"Block Group 2, Census Tract 1067, Hennepin County, Minnesota",850,118,0,9,0,9,0,9,0,9,45,40,215,85,178,98,43,39,17,28,352,118
1500000US270531067003,270531067003,"Block Group 3, Census Tract 1067, Hennepin County, Minnesota",640,119,0,9,0,9,0,9,0,9,32,37,76,50,64,52,18,29,13,21,437,122
1500000US270531067004,270531067004,"Block Group 4, Census Tract 1067, Hennepin County, Minnesota",935,137,0,9,0,9,0,9,0,9,0,9,16,25,51,59,54,41,58,45,756,164
1500000US270531069001,270531069001,"Block Group 1, Census Tract 1069, Hennepin County, Minnesota",548,78,0,9,0,9,46,28,29,28,3,8,45,30,11,14,159,68,30,27,225,80
1500000US270531069002,270531069002,"Block Group 2, Census Tract 1069, Hennepin County, Minnesota",929,103,8,13,0,9,92,54,23,23,85,103,59,36,143,72,41,30,45,31,433,100
1500000US270531070001,270531070001,"Block Group 1, Census Tract 1070, Hennepin County, Minnesota",638,117,0,9,0,9,13,21,8,13,19,21,125,60,105,68,88,43,0,9,280,115
1500000US270531070002,270531070002,"Block Group 2, Census Tract 1070, Hennepin County, Minnesota",782,150,0,9,42,38,12,19,16,18,81,73,147,84,105,87,54,52,22,37,303,131
