GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JOHE001,JOHE002,JOHE003,JOHE004,JOHE005,JOHE006,JOHE007,JOHE008,JOHE009,JOHE010,JOHE011,JOHE012,JOHE013,JOHE014,JOHE015,JOHE016,JOHE017,JS4E001,JS4E002,JS4E003,JS4E004,JS4E005,JS4E006,JS4E007,JS4E008,JS4E009,JS4E010,JS4E011,JS4E012,JS4E013,JS4E014,JS4E015,JS4E016,JS4E017,JS4E018,JS4E019,JS4E020,JS4E021,JS4E022,JS4E023,JS4E024,JTGE001,JTGE002,JTGE003,JTGE004,JTGE005,JTGE006,JTGE007,JTGE008,JTGE009,JTGE010,JTGE011,JTGE012,JTGE013,JTGE014,JTGE015,JTGE016,JTGE017,JTGE018,JTGE019,JTGE020,JTGE021,JTGE022,JTGE023,JTGE024,JTGE025,NAME_M,JOHM001,JOHM002,JOHM003,JOHM004,JOHM005,JOHM006,JOHM007,JOHM008,JOHM009,JOHM010,JOHM011,JOHM012,JOHM013,JOHM014,JOHM015,JOHM016,JOHM017,JS4M001,JS4M002,JS4M003,JS4M004,JS4M005,JS4M006,JS4M007,JS4M008,JS4M009,JS4M010,JS4M011,JS4M012,JS4M013,JS4M014,JS4M015,JS4M016,JS4M017,JS4M018,JS4M019,JS4M020,JS4M021,JS4M022,JS4M023,JS4M024,JTGM001,JTGM002,JTGM003,JTGM004,JTGM005,JTGM006,JTGM007,JTGM008,JTGM009,JTGM010,JTGM011,JTGM012,JTGM013,JTGM014,JTGM015,JTGM016,JTGM017,JTGM018,JTGM019,JTGM020,JTGM021,JTGM022,JTGM023,JTGM024,JTGM025
"G27000900212001","2006-2010",,,"Minnesota","27","Benton County","009",,,"021200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 212, Benton County, Minnesota",604,80,17,13,95,11,54,59,29,10,42,115,65,14,0,0,0,296,296,0,0,0,0,0,0,0,0,19,57,48,0,68,42,13,0,41,8,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,11,0,157,60,80,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 212, Benton County, Minnesota",127,58,27,21,73,19,44,73,33,18,37,68,46,22,93,93,93,114,114,93,93,93,93,93,93,93,93,36,45,51,93,78,64,19,93,57,14,93,93,93,93,88,93,93,93,93,93,93,93,93,93,93,93,19,93,76,45,43,93,93,93,93,93,93,93,93
"G27000900212002","2006-2010",,,"Minnesota","27","Benton County","009",,,"021200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 212, Benton County, Minnesota",561,70,47,60,96,89,0,12,48,45,0,76,18,0,0,0,0,272,261,0,0,27,28,0,0,0,15,12,77,0,0,15,0,42,0,0,45,0,0,0,11,289,59,0,39,0,0,24,0,0,0,0,0,0,40,26,33,21,11,18,0,18,0,0,0,0,"Block Group 2, Census Tract 212, Benton County, Minnesota",138,46,48,66,74,85,93,19,60,44,93,50,26,93,93,93,93,123,121,93,93,24,31,93,93,93,25,19,77,93,93,26,93,64,93,93,63,93,93,93,19,101,54,93,61,93,93,39,93,93,93,93,93,93,42,34,31,25,18,28,93,26,93,93,93,93
"G27000900212003","2006-2010",,,"Minnesota","27","Benton County","009",,,"021200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 212, Benton County, Minnesota",773,71,114,128,61,101,74,84,10,16,45,3,66,0,0,0,0,629,619,0,0,0,0,3,14,0,0,33,101,122,225,0,72,37,0,12,0,0,0,0,10,144,13,0,0,0,11,0,0,0,0,0,20,0,0,23,12,58,0,0,0,7,0,0,0,0,"Block Group 3, Census Tract 212, Benton County, Minnesota",148,61,75,89,44,77,55,71,16,24,59,7,75,93,93,93,93,135,135,93,93,93,93,7,21,93,93,52,76,69,116,93,59,34,93,18,93,93,93,93,15,69,20,93,93,93,18,93,93,93,93,93,35,93,93,26,20,66,93,93,93,13,93,93,93,93
"G27000900212004","2006-2010",,,"Minnesota","27","Benton County","009",,,"021200","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 212, Benton County, Minnesota",397,71,4,49,35,73,19,16,0,16,34,47,14,8,11,0,0,311,305,0,0,0,0,0,0,0,0,0,15,68,108,74,11,29,0,0,0,0,0,0,6,86,0,0,0,0,0,0,0,0,0,0,16,0,0,9,0,37,19,5,0,0,0,0,0,0,"Block Group 4, Census Tract 212, Benton County, Minnesota",113,73,7,77,43,69,26,17,93,28,29,35,12,10,12,93,93,97,97,93,93,93,93,93,93,93,93,93,25,72,102,56,20,35,93,93,93,93,93,93,8,49,93,93,93,93,93,93,93,93,93,93,28,93,93,10,93,27,13,6,93,93,93,93,93,93
"G27000900212005","2006-2010",,,"Minnesota","27","Benton County","009",,,"021200","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 212, Benton County, Minnesota",612,34,108,12,61,31,81,28,23,15,80,3,49,63,0,24,0,391,391,0,0,0,0,25,0,0,13,0,9,31,60,121,81,0,0,51,0,0,0,0,0,221,0,0,0,0,0,0,0,8,0,0,0,0,12,14,3,27,18,49,35,55,0,0,0,0,"Block Group 5, Census Tract 212, Benton County, Minnesota",128,31,68,19,65,36,83,32,27,24,74,5,46,42,93,28,93,119,119,93,93,93,93,37,93,93,22,93,16,35,47,92,68,93,93,57,93,93,93,93,93,63,93,93,93,93,93,93,93,13,93,93,93,93,18,22,4,23,25,34,41,42,93,93,93,93
"G27001109501001","2006-2010",,,"Minnesota","27","Big Stone County","011",,,"950100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9501, Big Stone County, Minnesota",606,43,51,61,25,21,27,41,26,42,62,78,66,26,21,12,4,77,43,2,0,0,5,4,10,0,2,0,4,7,0,2,0,5,0,0,0,2,0,0,34,529,22,7,23,9,29,26,11,41,52,12,54,32,18,60,20,22,17,34,15,10,0,6,7,2,"Block Group 1, Census Tract 9501, Big Stone County, Minnesota",46,18,21,18,12,10,10,14,15,13,22,21,17,15,15,7,5,25,18,3,93,93,6,6,9,93,3,93,4,8,93,3,93,8,93,93,93,2,93,93,15,41,11,6,13,8,18,13,9,19,17,7,18,12,9,23,12,10,8,14,10,8,93,5,6,4
"G27001109502001","2006-2010",,,"Minnesota","27","Big Stone County","011",,,"950200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9502, Big Stone County, Minnesota",481,31,25,33,18,16,17,33,49,21,52,29,90,23,12,17,15,54,23,0,0,9,4,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,31,427,3,12,10,8,2,6,9,15,19,36,11,19,4,23,23,52,20,58,16,50,22,6,0,3,"Block Group 1, Census Tract 9502, Big Stone County, Minnesota",45,14,14,17,11,10,9,22,23,13,20,12,29,12,11,15,10,22,16,93,93,13,6,5,93,93,93,93,93,5,93,93,4,93,93,93,93,93,93,93,17,42,5,11,7,7,3,7,11,11,12,20,7,15,4,11,15,22,12,22,11,22,17,5,93,4
"G27001109502002","2006-2010",,,"Minnesota","27","Big Stone County","011",,,"950200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9502, Big Stone County, Minnesota",300,24,23,17,32,17,32,7,14,4,53,31,22,14,7,0,3,88,85,0,0,4,3,10,3,4,11,0,11,15,8,9,3,0,0,0,0,0,4,0,3,212,8,4,5,3,4,3,13,13,32,43,18,5,11,17,7,6,0,10,3,4,0,3,0,0,"Block Group 2, Census Tract 9502, Big Stone County, Minnesota",39,13,16,12,19,14,17,7,10,5,26,14,10,9,7,93,4,28,28,93,93,5,4,8,4,5,11,93,12,11,12,13,4,93,93,93,93,93,6,93,4,36,8,5,6,4,5,5,10,9,16,26,11,6,9,11,7,6,93,8,5,5,93,4,93,93
"G27001109503001","2006-2010",,,"Minnesota","27","Big Stone County","011",,,"950300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9503, Big Stone County, Minnesota",232,14,5,10,30,26,8,31,19,5,11,40,27,6,0,0,0,27,27,0,0,0,0,0,0,8,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,205,0,0,2,0,0,0,12,35,23,23,42,13,0,6,14,8,7,14,0,6,0,0,0,0,"Block Group 1, Census Tract 9503, Big Stone County, Minnesota",47,15,8,12,25,22,11,29,17,7,12,24,22,8,93,93,93,25,25,93,93,93,93,93,93,13,93,93,93,93,93,21,93,93,93,93,93,93,93,93,93,43,93,93,6,93,93,93,17,24,17,20,24,14,93,8,15,12,9,15,93,8,93,93,93,93
"G27001109503002","2006-2010",,,"Minnesota","27","Big Stone County","011",,,"950300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9503, Big Stone County, Minnesota",357,12,19,25,56,7,16,7,19,7,41,63,30,13,7,18,17,48,41,0,0,0,4,0,5,13,0,0,0,0,0,0,8,0,11,0,0,0,0,0,7,309,0,0,0,6,0,0,0,0,20,23,50,70,26,15,33,27,19,10,6,4,0,0,0,0,"Block Group 2, Census Tract 9503, Big Stone County, Minnesota",51,14,22,23,29,10,14,12,15,9,27,35,22,15,11,25,19,31,28,93,93,93,7,93,8,19,93,93,93,93,93,93,11,93,16,93,93,93,93,93,10,57,93,93,93,10,93,93,93,93,24,21,31,36,19,15,28,24,18,16,10,7,93,93,93,93
"G27001109503003","2006-2010",,,"Minnesota","27","Big Stone County","011",,,"950300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9503, Big Stone County, Minnesota",390,51,41,26,50,16,25,20,59,28,25,20,16,13,0,0,0,177,177,12,0,15,0,9,16,25,19,14,11,9,8,0,7,0,17,0,15,0,0,0,0,213,12,0,0,0,8,0,12,20,7,27,32,21,9,30,0,13,0,6,0,16,0,0,0,0,"Block Group 3, Census Tract 9503, Big Stone County, Minnesota",60,34,22,18,33,17,19,29,32,33,20,20,15,14,93,93,93,46,46,12,93,11,93,13,18,30,18,14,13,13,12,93,11,93,22,93,21,93,93,93,93,41,13,93,93,93,13,93,15,20,11,21,21,16,13,34,93,14,93,9,93,17,93,93,93,93
"G27001301701001","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1701, Blue Earth County, Minnesota",541,19,22,15,21,11,34,27,28,34,72,71,57,74,17,21,18,174,172,0,0,0,9,0,10,8,0,9,0,4,2,3,0,18,25,25,31,21,7,0,2,367,3,0,0,3,0,0,0,3,0,0,6,3,7,21,21,34,24,37,34,80,44,40,7,0,"Block Group 1, Census Tract 1701, Blue Earth County, Minnesota",52,20,11,10,15,8,23,12,17,18,24,23,24,31,11,13,10,43,43,93,93,93,6,93,8,8,93,15,93,6,4,4,93,20,20,20,19,14,7,93,5,41,5,93,93,4,93,93,93,6,93,93,6,4,7,17,11,15,13,23,18,27,21,18,6,93
"G27001301701002","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1701, Blue Earth County, Minnesota",364,0,15,20,5,9,25,19,11,17,37,52,79,46,5,14,10,65,58,0,0,0,0,0,0,0,5,8,4,13,0,3,3,9,0,0,0,13,0,0,7,299,0,0,0,0,3,0,0,0,0,0,4,3,6,5,34,22,29,44,49,37,31,26,3,3,"Block Group 2, Census Tract 1701, Blue Earth County, Minnesota",45,93,17,16,6,7,21,11,13,15,19,22,26,21,7,10,9,30,30,93,93,93,93,93,93,93,7,13,7,16,93,5,4,12,93,93,93,15,93,93,7,44,93,93,93,93,4,93,93,93,93,93,7,5,6,5,18,17,15,20,21,16,19,11,4,4
"G27001301701003","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1701, Blue Earth County, Minnesota",754,33,3,15,37,25,38,57,30,51,73,105,139,82,16,44,6,78,76,0,0,0,0,0,0,0,0,0,11,16,21,0,11,4,3,0,4,3,3,0,2,676,99,13,4,8,0,12,0,2,0,3,7,0,22,40,91,104,66,149,36,20,0,0,0,0,"Block Group 3, Census Tract 1701, Blue Earth County, Minnesota",56,25,4,14,24,13,21,29,13,27,24,29,41,27,12,42,7,32,31,93,93,93,93,93,93,93,93,93,9,12,18,93,14,7,4,93,5,5,4,93,5,56,33,11,6,8,93,15,93,5,93,4,8,93,12,19,28,24,27,39,19,12,93,93,93,93
"G27001301702001","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1702, Blue Earth County, Minnesota",1054,27,9,41,19,69,18,41,75,40,106,156,215,100,49,50,39,68,45,0,0,0,0,0,3,3,13,0,0,11,0,0,0,0,0,8,7,0,0,0,23,986,58,25,13,2,0,14,0,0,6,0,0,3,4,2,53,52,189,237,70,153,40,50,9,6,"Block Group 1, Census Tract 1702, Blue Earth County, Minnesota",87,22,10,29,18,35,16,19,39,25,45,49,52,32,21,27,18,37,29,93,93,93,93,93,4,5,17,93,93,17,93,93,93,93,93,8,7,93,93,93,22,81,32,17,11,3,93,13,93,93,6,93,93,5,7,5,29,31,51,56,31,49,18,22,11,7
"G27001301702002","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1702, Blue Earth County, Minnesota",855,91,5,18,34,48,50,12,34,64,69,140,133,88,21,23,25,149,146,2,0,0,0,3,0,0,0,3,0,31,0,0,0,0,4,4,99,0,0,0,3,706,82,0,28,10,29,9,0,24,0,0,3,8,0,15,56,19,64,150,81,115,2,8,3,0,"Block Group 2, Census Tract 1702, Blue Earth County, Minnesota",107,67,7,23,28,48,32,10,22,48,28,64,54,39,17,17,19,73,74,3,93,93,93,5,93,93,93,4,93,48,93,93,93,93,7,5,57,93,93,93,5,87,53,93,27,16,25,14,93,35,93,93,4,12,93,20,33,17,34,53,37,39,4,9,5,93
"G27001301703001","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1703, Blue Earth County, Minnesota",469,47,52,23,44,36,76,28,12,6,61,11,58,6,9,0,0,131,131,0,0,13,0,0,0,0,0,0,18,10,6,12,0,0,16,0,30,0,26,0,0,338,48,17,0,16,0,0,4,15,0,0,22,0,15,55,57,34,33,0,0,0,0,10,0,12,"Block Group 1, Census Tract 1703, Blue Earth County, Minnesota",83,32,38,27,30,32,59,27,19,11,37,17,66,10,15,93,93,67,67,93,93,21,93,93,93,93,93,93,25,16,10,19,93,93,18,93,44,93,41,93,93,71,35,19,93,25,93,93,8,23,93,93,24,93,24,32,52,29,27,93,93,93,93,17,93,19
"G27001301703002","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1703, Blue Earth County, Minnesota",376,24,25,17,25,12,27,15,43,16,55,58,24,35,0,0,0,122,122,13,0,0,0,0,0,0,9,25,0,33,0,0,11,0,0,23,0,8,0,0,0,254,0,0,0,0,0,0,0,10,0,0,15,0,10,46,78,25,48,22,0,0,0,0,0,0,"Block Group 2, Census Tract 1703, Blue Earth County, Minnesota",81,32,42,14,28,18,26,23,53,19,45,49,28,32,93,93,93,71,71,25,93,93,93,93,93,93,14,42,93,51,93,93,17,93,93,35,93,15,93,93,93,59,93,93,93,93,93,93,93,16,93,93,23,93,15,31,53,24,40,19,93,93,93,93,93,93
"G27001301703003","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1703, Blue Earth County, Minnesota",373,0,9,44,14,9,33,0,44,42,52,19,88,8,11,0,0,61,56,0,0,0,0,0,0,0,0,0,32,0,7,0,12,0,0,0,0,0,5,0,5,312,0,0,0,0,0,0,0,0,14,16,9,0,0,76,120,52,15,0,10,0,0,0,0,0,"Block Group 3, Census Tract 1703, Blue Earth County, Minnesota",74,93,14,36,17,16,30,93,37,32,57,22,51,12,16,93,93,58,57,93,93,93,93,93,93,93,93,93,51,93,12,93,18,93,93,93,93,93,9,93,9,64,93,93,93,93,93,93,93,93,21,19,13,93,93,49,52,37,23,93,16,93,93,93,93,93
"G27001301704001","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170400","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1704, Blue Earth County, Minnesota",814,143,79,18,92,32,40,47,55,74,40,25,48,90,9,0,22,471,471,0,0,0,63,11,51,6,32,9,0,0,0,0,62,29,81,40,0,8,29,50,0,343,0,0,11,10,9,0,0,0,7,0,0,0,0,55,73,33,49,75,0,0,0,21,0,0,"Block Group 1, Census Tract 1704, Blue Earth County, Minnesota",137,115,38,20,47,30,33,42,47,60,39,24,36,49,14,93,27,125,125,93,93,93,51,17,89,9,31,14,93,93,93,93,53,27,65,27,93,13,26,34,93,70,93,93,16,15,14,93,93,93,14,93,93,93,93,47,34,32,38,41,93,93,93,19,93,93
"G27001301704002","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170400","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1704, Blue Earth County, Minnesota",376,20,8,43,24,12,18,32,31,45,53,47,24,0,19,0,0,211,166,0,0,0,0,0,0,0,0,0,19,28,23,51,33,0,3,0,9,0,0,0,45,165,0,0,0,0,0,0,0,0,0,0,0,12,4,56,46,19,13,15,0,0,0,0,0,0,"Block Group 2, Census Tract 1704, Blue Earth County, Minnesota",94,22,14,36,23,20,19,35,32,70,45,33,27,93,22,93,93,80,52,93,93,93,93,93,93,93,93,93,17,25,31,40,32,93,10,93,15,93,93,93,70,45,93,93,93,93,93,93,93,93,93,93,93,19,8,41,31,21,22,21,93,93,93,93,93,93
"G27001301704003","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170400","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1704, Blue Earth County, Minnesota",520,7,48,60,8,7,16,8,31,8,77,84,65,40,18,25,18,183,170,0,0,0,0,0,0,0,0,60,0,0,0,0,0,30,17,0,8,33,11,11,13,337,0,0,0,5,0,0,8,0,0,7,0,8,8,38,66,68,34,51,0,18,19,0,0,7,"Block Group 3, Census Tract 1704, Blue Earth County, Minnesota",97,12,44,83,13,13,20,13,26,13,42,40,39,32,19,22,20,100,97,93,93,93,93,93,93,93,93,83,93,93,93,93,93,36,21,93,13,38,17,17,20,78,93,93,93,10,93,93,13,93,93,12,93,12,14,29,43,37,26,29,93,20,21,93,93,13
"G27001301705001","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170500","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1705, Blue Earth County, Minnesota",410,25,24,18,35,29,50,12,25,8,49,76,20,24,15,0,0,84,84,0,0,0,0,0,0,0,0,0,0,33,19,23,0,0,9,0,0,0,0,0,0,326,0,0,12,0,0,0,12,0,0,0,12,0,0,27,66,106,58,19,0,6,0,0,8,0,"Block Group 1, Census Tract 1705, Blue Earth County, Minnesota",57,38,27,19,27,28,40,18,27,13,40,43,25,28,18,93,93,38,38,93,93,93,93,93,93,93,93,93,93,19,21,35,93,93,16,93,93,93,93,93,93,58,93,93,19,93,93,93,18,93,93,93,19,93,93,28,38,59,42,21,93,11,93,93,13,93
"G27001301705002","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170500","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1705, Blue Earth County, Minnesota",1058,51,66,47,86,72,65,41,87,40,75,143,119,58,35,52,21,411,376,0,0,0,0,9,26,0,0,8,0,15,85,86,73,12,17,0,9,36,0,0,35,647,39,0,8,0,0,0,0,0,0,0,0,0,0,0,84,182,117,151,25,30,0,0,0,11,"Block Group 2, Census Tract 1705, Blue Earth County, Minnesota",98,30,53,39,57,42,36,31,39,29,39,76,60,39,28,43,24,84,82,93,93,93,93,15,42,93,93,14,93,18,38,55,38,19,20,93,16,36,93,93,30,93,36,93,14,93,93,93,93,93,93,93,93,93,93,93,46,59,70,61,27,30,93,93,93,18
"G27001301705003","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170500","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1705, Blue Earth County, Minnesota",488,22,9,30,21,44,41,25,73,44,29,14,54,20,10,44,8,28,28,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,460,138,8,8,0,8,17,8,0,0,0,0,0,0,8,35,9,36,140,17,0,8,20,0,0,"Block Group 3, Census Tract 1705, Blue Earth County, Minnesota",82,27,15,28,23,35,39,25,55,44,29,21,45,21,15,30,13,36,36,93,93,93,93,93,93,93,15,93,93,93,93,93,93,93,93,93,32,93,93,93,93,84,67,13,13,93,13,21,14,93,93,93,93,93,93,14,38,14,30,57,19,93,13,13,93,93
"G27001301706001","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170600","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1706, Blue Earth County, Minnesota",291,61,22,30,11,9,46,10,11,13,36,11,31,0,0,0,0,211,198,0,0,0,0,10,0,0,13,11,0,16,82,10,0,35,12,0,9,0,0,0,13,80,0,12,0,0,0,0,0,0,0,0,0,0,0,44,4,20,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 1706, Blue Earth County, Minnesota",83,62,24,28,16,12,40,15,17,20,35,19,33,93,93,93,93,90,87,93,93,93,93,16,93,93,20,17,93,19,70,15,93,31,17,93,15,93,93,93,20,44,93,18,93,93,93,93,93,93,93,93,93,93,93,29,10,29,93,93,93,93,93,93,93,93
"G27001301706002","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170600","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1706, Blue Earth County, Minnesota",302,38,9,36,12,44,15,10,10,15,29,50,32,0,2,0,0,239,239,0,0,0,9,0,0,0,0,0,26,85,13,27,30,39,0,10,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 1706, Blue Earth County, Minnesota",78,33,15,44,20,38,19,17,16,22,32,46,34,93,7,93,93,73,73,93,93,93,14,93,93,93,93,93,37,56,16,34,41,34,93,17,93,93,93,93,93,37,93,93,93,93,93,93,93,93,93,93,93,93,93,93,37,7,93,93,93,93,93,93,93,93
"G27001301706003","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170600","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1706, Blue Earth County, Minnesota",418,65,75,52,25,3,61,25,16,0,65,3,7,0,0,9,12,337,337,0,23,0,46,24,22,13,29,33,36,34,39,0,0,0,0,11,0,0,27,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,28,7,9,0,0,0,0,0,"Block Group 3, Census Tract 1706, Blue Earth County, Minnesota",81,41,38,34,21,7,65,25,19,93,60,5,13,93,93,14,20,76,76,93,25,93,36,29,25,21,30,39,54,34,35,93,93,93,93,18,93,93,44,93,93,55,93,93,93,93,93,93,93,93,93,93,93,93,93,93,28,20,38,13,14,93,93,93,93,93
"G27001301707001","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170700","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1707, Blue Earth County, Minnesota",549,84,129,32,110,33,27,95,0,0,39,0,0,0,0,0,0,518,509,0,0,14,60,39,12,66,39,72,29,14,32,29,19,17,58,0,9,0,0,0,9,31,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 1707, Blue Earth County, Minnesota",111,43,59,23,80,27,32,76,93,93,48,93,93,93,93,93,93,98,98,93,93,21,52,46,17,62,48,51,27,22,25,27,21,28,71,93,14,93,93,93,15,46,93,93,93,93,93,93,93,93,93,93,93,93,46,93,93,93,93,93,93,93,93,93,93,93
"G27001301707002","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170700","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1707, Blue Earth County, Minnesota",661,155,37,52,14,65,20,23,25,13,40,95,36,61,25,0,0,378,360,20,0,9,22,0,9,40,18,12,10,18,32,21,10,25,58,0,0,0,56,0,18,283,0,0,0,0,0,0,0,0,0,0,0,0,26,129,30,41,44,13,0,0,0,0,0,0,"Block Group 2, Census Tract 1707, Blue Earth County, Minnesota",94,71,28,36,22,48,22,25,22,21,50,64,30,39,27,93,93,96,94,22,93,14,23,93,15,52,22,20,15,21,29,25,15,28,60,93,93,93,57,93,23,85,93,93,93,93,93,93,93,93,93,93,93,93,31,56,31,33,52,19,93,93,93,93,93,93
"G27001301708001","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170800","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1708, Blue Earth County, Minnesota",463,0,20,0,6,25,62,2,8,35,28,115,66,20,36,17,23,57,55,0,0,0,0,0,0,0,0,3,0,10,0,0,0,3,0,0,39,0,0,0,2,406,0,0,13,0,2,0,0,0,0,0,0,0,9,50,63,87,46,56,36,41,0,3,0,0,"Block Group 1, Census Tract 1708, Blue Earth County, Minnesota",64,93,18,93,7,23,54,3,8,24,23,51,33,12,24,17,19,50,50,93,93,93,93,93,93,93,93,5,93,12,93,93,93,4,93,93,48,93,93,93,4,54,93,93,17,93,4,93,93,93,93,93,93,93,13,28,41,38,25,30,19,23,93,5,93,93
"G27001301708002","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170800","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1708, Blue Earth County, Minnesota",419,10,26,50,0,0,17,36,37,27,56,69,37,35,11,8,0,131,131,0,0,0,0,0,0,0,0,0,0,10,0,0,0,16,96,9,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,9,57,61,79,36,20,16,10,0,0,0,0,"Block Group 2, Census Tract 1708, Blue Earth County, Minnesota",96,15,28,76,93,93,18,43,29,42,58,56,28,23,16,14,93,92,92,93,93,93,93,93,93,93,93,93,93,15,93,93,93,29,95,15,93,93,93,93,93,68,93,93,93,93,93,93,93,93,93,93,93,93,14,48,49,49,43,21,18,15,93,93,93,93
"G27001301708003","2006-2010",,,"Minnesota","27","Blue Earth County","013",,,"170800","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1708, Blue Earth County, Minnesota",625,33,27,3,40,24,30,19,38,28,62,60,80,66,30,48,37,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,26,590,11,11,0,3,0,0,0,9,0,0,10,0,19,59,99,146,73,55,36,6,21,29,3,0,"Block Group 3, Census Tract 1708, Blue Earth County, Minnesota",58,37,23,5,30,23,27,20,28,21,37,25,42,28,23,29,18,36,14,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,14,93,93,93,33,63,16,16,93,5,93,93,93,13,93,93,15,93,21,31,40,56,38,29,23,7,16,20,5,93
