id,totalwhite,totalppl,under18,total18,built_after_2000,totalhu
270530233003,945,1132,200,1132,15,387
270530233004,1070,1323,249,1323,10,657
270530234001,382,1857,762,1857,0,537
270530234002,446,469,55,469,0,211
270530234003,765,1261,263,1261,29,518
270530234004,990,1152,131,1152,11,754
270530234005,955,1650,336,1650,40,864
270530235011,1337,1523,290,1523,19,870
270530235012,1138,1244,233,1244,26,624
270530235013,756,969,238,969,11,399
270530235021,614,693,197,693,51,278
270530235022,856,936,216,936,30,406
270530235023,1609,1672,342,1672,73,757
270530235024,967,999,311,999,33,392
270530235025,1048,1177,148,1177,34,848
270530236001,1248,1356,346,1356,98,575
270530236002,1005,1050,245,1050,10,401
270530236003,1298,1419,519,1419,36,402
270530237001,1231,1349,400,1349,160,609
270530237002,784,862,222,862,0,321
270530237003,919,1089,343,1089,52,454
270530237004,1318,1407,304,1407,47,637
270530238011,960,1053,319,1053,85,422
270530238012,897,1066,361,1066,25,376
270530238013,1091,1208,247,1208,0,470
270530238014,873,950,298,950,29,340
270530238015,1086,1131,434,1131,41,363
270530238021,957,1082,302,1082,29,423
270530238022,659,1067,372,1067,47,399
270530238023,620,713,181,713,36,329
270530239011,1209,1291,338,1291,18,539
270530239012,789,822,218,822,0,296
270530239013,1422,1504,438,1504,4,494
270530239021,777,920,287,920,37,293
270530239022,957,1224,333,1224,26,418
270530239031,775,946,212,946,17,351
270530239032,793,1077,279,1077,0,469
270530239033,1104,1216,157,1216,119,851
270530240031,1545,1708,503,1708,16,633
270530240032,1079,2354,557,2354,86,1021
270530240033,545,1033,155,1033,0,533
270530240041,1104,1192,58,1192,96,866
270530240042,1025,1829,172,1829,176,1210
270530240043,1008,1329,157,1329,14,840
270530240051,814,1142,69,1142,266,808
270530240052,969,1107,109,1107,18,653
270530240061,1041,1104,386,1104,17,394
270530240062,764,920,169,920,79,438
270530241001,1092,1438,274,1438,11,580
270530241002,717,1020,247,1020,0,461
270530241003,581,1007,230,1007,0,453
270530242001,796,846,120,846,0,375
270530242002,700,743,143,743,0,326
270530242003,1081,1415,287,1415,0,642
270530243001,431,988,265,988,0,392
270530243002,79,519,47,519,11,340
270530243003,958,1812,284,1812,25,994
270530243004,773,1160,286,1160,0,443
270530244001,1087,1568,272,1568,0,748
270530244002,2081,2408,133,2408,467,1625
270530245001,480,725,109,725,11,272
270530245002,728,867,180,867,7,323
270530245003,527,657,68,657,7,306
270530246001,730,1014,322,1014,0,342
270530246002,870,1481,232,1481,366,1022
270530246003,1118,1564,480,1564,0,502
270530247001,729,1037,155,1037,0,438
270530247002,722,1022,346,1022,0,438
270530247003,718,1182,243,1182,27,433
270530248011,638,1195,326,1195,0,469
270530248012,567,1188,255,1188,0,453
270530248021,358,732,208,732,6,314
270530248022,339,1353,315,1353,0,610
270530248023,582,703,123,703,0,272
270530249011,376,704,177,704,0,271
270530249012,224,353,123,353,7,109
270530249021,622,1571,551,1571,0,410
270530249022,795,1198,225,1198,5,431
270530249031,460,1279,407,1279,0,381
270530249032,477,1244,352,1244,0,445
270530251001,511,913,123,913,9,418
270530251002,382,1145,222,1145,8,592
270530251003,643,705,67,705,282,452
270530252011,872,1462,363,1462,2,494
270530252012,744,1877,582,1877,48,724
270530252013,364,1970,633,1970,0,603
270530252051,489,770,166,770,0,331
270530252052,645,812,95,812,0,325
270530252053,1088,1371,294,1371,9,496
270530252054,743,1197,313,1197,0,476
270530252055,398,856,93,856,0,296
270530253011,821,1049,213,1049,8,366
270530253012,919,1021,203,1021,19,611
270530253013,779,817,93,817,21,324
270530253021,1102,1476,275,1476,0,611
270530253022,989,1354,269,1354,19,554
270530253023,1042,1483,301,1483,36,717
270530254011,789,1473,387,1473,0,516
270530254012,807,1455,307,1455,25,645
270530254013,496,1314,261,1314,0,467
270530254031,639,1511,490,1511,0,481
270530254032,942,1527,297,1527,0,623
270530254033,838,1335,206,1335,0,685
270530256011,902,1287,239,1287,126,675
270530256012,990,1091,184,1091,15,529
270530256031,590,966,198,966,0,330
270530256032,1039,1131,271,1131,0,420
270530256033,857,892,143,892,6,454
270530256034,762,923,56,923,76,433
270530256051,751,942,133,942,105,518
270530256052,681,881,135,881,17,347
270530256053,824,1004,147,1004,0,575
270530256054,472,716,155,716,11,390
270530257011,883,1347,345,1347,15,494
270530257012,993,1025,242,1025,0,418
270530257013,845,1007,104,1007,31,571
270530257014,513,513,100,513,18,239
270530257015,996,1342,235,1342,0,511
270530257016,1397,1674,483,1674,0,767
270530257021,690,794,218,794,0,259
270530257022,332,434,37,434,9,259
270530257023,708,1019,134,1019,0,430
270530257024,728,1092,217,1092,0,437
270530257025,715,1188,279,1188,23,690
270530258011,712,873,38,873,227,574
270530258012,755,1378,272,1378,155,644
270530258013,820,870,105,870,0,377
270530258021,1040,1273,222,1273,32,501
270530258022,948,1002,212,1002,0,432
270530258031,493,690,153,690,0,272
270530258032,1014,1340,350,1340,114,613
270530258033,729,1026,128,1026,0,446
270530258051,1072,1296,177,1296,29,402
270530258052,658,767,148,767,19,368
270530258053,567,621,119,621,0,277
270530259031,1031,1334,291,1334,0,531
270530259032,717,876,116,876,0,474
270530259033,1140,1459,308,1459,0,548
270530259034,1014,1235,184,1235,13,711
270530259035,974,1053,144,1053,19,526
270530259051,863,971,229,971,16,393
270530259052,1127,1274,171,1274,17,644
270530259053,428,547,83,547,0,288
270530259054,760,787,93,787,13,411
270530259061,968,1701,241,1701,68,809
270530259062,1069,1105,246,1105,0,469
270530259063,1246,1706,356,1706,15,777
270530259064,1353,1613,273,1613,31,712
270530259071,936,1055,111,1055,0,599
270530259072,1322,1477,244,1477,45,658
270530259073,1202,1339,292,1339,33,549
270530259074,740,887,179,887,0,412
270530260051,542,851,249,851,10,449
270530260052,1543,1788,396,1788,7,734
270530260053,916,1207,240,1207,26,415
270530260061,651,687,129,687,18,283
270530260062,492,691,118,691,8,422
270530260063,1271,1599,354,1599,10,724
270530260071,1934,2464,353,2464,406,1249
270530260072,930,1050,283,1050,0,402
270530260073,829,1419,468,1419,0,529
270530260131,846,900,275,900,0,307
270530260132,1200,1537,316,1537,0,514
270530260133,1130,1171,258,1171,0,443
270530260134,1026,1157,262,1157,0,410
270530260141,1370,1495,386,1495,0,506
270530260142,1545,1853,484,1853,63,709
270530260143,1690,1893,435,1893,32,829
270530260151,1646,1750,388,1750,0,700
270530260152,1311,1626,397,1626,35,761
270530260153,1456,1850,383,1850,36,717
270530260161,1771,1955,419,1955,72,1008
270530260162,2067,2579,568,2579,144,1121
270530260163,1965,2474,547,2474,184,971
270530260181,1843,3075,1004,3075,596,1032
270530260182,2040,2373,552,2373,72,973
270530260183,1709,1837,327,1837,67,704
270530260191,607,1196,146,1196,10,647
270530260192,1828,4065,1042,4065,700,1649
270530260193,80,869,310,869,30,333
270530260201,1503,1645,248,1645,296,877
270530260202,832,1303,323,1303,0,506
270530260203,973,2017,618,2017,348,1033
270530260211,1252,1409,469,1409,107,443
270530260212,2513,2857,573,2857,51,1254
270530260221,3186,4295,1244,4295,1226,1540
270530260222,963,1153,320,1153,0,360
270530260223,1323,1570,474,1570,62,516
270530261011,1194,1467,338,1467,61,614
270530261012,1018,1068,199,1068,17,447
270530261013,742,807,219,807,0,262
270530261031,818,1012,194,1012,0,429
270530261032,1476,1776,376,1776,31,759
270530261041,1159,1304,77,1304,0,790
270530261042,980,1751,337,1751,57,967
270530261043,941,1116,109,1116,60,670
270530262011,1157,1200,347,1200,48,415
270530262012,1937,2077,556,2077,20,763
270530262021,1037,1087,207,1087,0,527
270530262022,1418,1746,464,1746,78,648
270530262051,681,761,102,761,0,286
270530262052,1027,1116,346,1116,0,429
270530262053,1214,1304,254,1304,23,565
270530262061,1007,1185,209,1185,14,408
270530262062,1396,1474,165,1474,110,861
270530262063,860,897,259,897,14,303
270530262071,1536,1890,461,1890,0,911
270530262072,1914,2070,496,2070,25,935
270530262081,1004,1261,307,1261,96,448
270530262082,729,780,180,780,0,296
270530262083,1110,1187,239,1187,9,472
270530263011,2299,2389,525,2389,184,950
270530263012,1031,1181,142,1181,130,765
270530263021,660,683,99,683,18,306
270530263022,818,871,252,871,31,342
270530263023,920,997,182,997,43,448
270530263024,682,753,178,753,36,304
270530264021,1335,1745,268,1745,0,803
270530264022,1646,2627,425,2627,91,1471
270530264023,576,658,95,658,78,407
270530264024,1010,1170,103,1170,16,810
270530264031,1221,1924,325,1924,91,1145
270530264032,1292,1355,269,1355,125,540
270530264041,1309,1353,293,1353,14,579
270530264042,1973,2186,473,2186,57,971
270530264043,1736,1874,312,1874,88,898
270530265051,1160,1335,218,1335,29,605
270530265052,1941,2391,463,2391,22,924
270530265071,2278,2821,490,2821,321,1367
270530265072,1447,2123,570,2123,192,877
270530265081,1137,1252,82,1252,98,687
270530265082,1081,1126,182,1126,0,487
270530265083,2332,2569,601,2569,261,1173
270530265091,2129,2482,654,2482,0,952
270530265092,1825,2132,379,2132,101,823
270530265101,1032,1315,208,1315,213,653
270530265102,832,999,153,999,7,511
270530265103,1078,1255,195,1255,0,620
270530265111,681,1382,284,1382,22,597
270530265112,626,1289,363,1289,9,570
270530265113,1021,1099,221,1099,0,466
270530265121,1154,1183,221,1183,52,478
270530265122,577,687,116,687,0,354
270530265123,965,1048,176,1048,16,526
270530265124,650,898,148,898,0,287
270530265125,835,926,70,926,28,214
270530265126,513,567,59,567,10,335
270530265127,421,794,231,794,27,473
270530265141,698,1084,253,1084,0,486
270530265142,690,793,200,793,0,308
270530265143,777,997,44,997,0,547
270530265144,1300,1902,309,1902,92,1017
270530266051,1673,1955,593,1955,9,676
270530266052,1318,1536,295,1536,322,742
270530266061,1162,1196,368,1196,0,397
270530266062,2010,2304,642,2304,50,888
270530266063,1320,1586,365,1586,0,629
270530266091,1029,1102,195,1102,0,474
270530266092,572,896,220,896,27,284
270530266093,796,831,179,831,0,457
270530266101,1399,1612,415,1612,0,556
270530266102,538,630,127,630,9,322
270530266103,1266,1639,236,1639,19,633
270530266104,489,665,197,665,21,219
270530266111,1250,1283,315,1283,92,531
270530266112,845,1127,297,1127,0,517
270530266113,620,1102,372,1102,11,584
270530266114,1078,1437,215,1437,26,867
270530266121,4390,6355,2048,6355,2012,2571
270530266122,1136,1282,230,1282,90,551
270530266123,1493,1859,570,1859,156,693
270530266124,909,987,289,987,14,357
270530266131,1457,2565,513,2565,150,1001
270530266132,3997,6233,2187,6233,1415,1994
270530267021,1041,1255,269,1255,6,550
270530267022,1370,1425,157,1425,238,748
270530267061,1209,1310,159,1310,15,588
270530267062,1312,1482,338,1482,58,535
270530267063,932,980,222,980,0,336
270530267071,1646,1815,447,1815,30,613
270530267072,1151,1301,241,1301,3,563
270530267073,752,819,150,819,0,374
270530267074,869,917,129,917,0,385
270530267081,767,876,113,876,57,458
270530267082,1732,1771,517,1771,105,672
270530267083,965,1200,278,1200,47,429
270530267084,836,1038,323,1038,0,311
270530267085,836,863,119,863,0,450
270530267101,833,853,171,853,0,370
270530267102,701,907,138,907,0,393
270530267103,824,1058,264,1058,0,473
270530267104,3462,4497,1143,4497,1184,2187
270530267105,901,1271,207,1271,28,574
270530267106,548,548,162,548,0,207
270530267111,1607,1846,446,1846,24,697
270530267112,1104,1159,236,1159,0,673
270530267121,1068,1498,379,1498,50,710
270530267122,1488,1728,343,1728,88,759
270530267131,1281,1443,304,1443,40,646
270530267132,889,1130,207,1130,0,579
270530267133,1047,1148,265,1148,11,481
270530267134,490,571,61,571,0,269
270530267141,5512,6732,1840,6732,1269,2682
270530267142,893,961,121,961,38,413
270530267143,1932,2302,518,2302,505,1033
270530267151,1026,1098,426,1098,22,311
270530267152,3924,4554,1643,4554,895,1461
270530267153,5919,8324,3006,8324,2295,2802
270530267154,1792,1833,452,1833,31,554
270530267161,3527,4821,1554,4821,1007,1538
270530267162,1345,1392,337,1392,0,516
270530267163,1238,1238,276,1238,0,454
270530267164,992,1078,228,1078,36,418
270530268071,808,1181,252,1181,0,536
270530268072,367,906,325,906,0,321
270530268073,866,1058,300,1058,34,387
270530268074,415,1357,276,1357,17,542
270530268075,507,858,145,858,26,337
270530268076,314,534,112,534,0,238
270530268091,300,3223,1271,3223,10,956
270530268092,60,299,101,299,8,116
270530268093,567,1963,578,1963,0,797
270530268101,583,947,267,947,0,306
270530268102,315,1499,455,1499,8,736
270530268103,406,861,283,861,0,255
270530268104,147,703,263,703,0,505
270530268105,153,692,169,692,0,229
270530268106,165,755,137,755,39,439
270530268111,622,1165,271,1165,44,456
270530268112,593,1467,547,1467,0,387
270530268113,732,1366,467,1366,8,484
270530268114,529,1955,810,1955,10,566
270530268121,1156,2400,546,2400,180,769
270530268122,928,2612,1121,2612,0,723
270530268123,1498,1985,592,1985,464,771
270530268141,317,724,94,724,0,255
270530268142,654,1130,243,1130,12,493
270530268143,407,2596,803,2596,6,810
270530268144,497,1191,454,1191,22,340
270530268145,668,937,204,937,0,327
270530268151,832,1675,326,1675,20,713
270530268152,429,1215,418,1215,11,328
270530268153,568,1685,446,1685,8,451
270530268154,600,878,187,878,40,363
270530268161,391,1078,345,1078,0,437
270530268162,620,1202,336,1202,0,400
270530268163,397,1565,363,1565,11,482
270530268164,839,1576,463,1576,0,596
270530268165,457,1244,320,1244,0,490
270530268181,711,1385,406,1385,0,478
270530268182,523,1132,359,1132,30,414
270530268183,274,1287,447,1287,10,353
270530268184,219,1195,373,1195,17,533
270530268191,327,2103,531,2103,28,1237
270530268192,588,2650,915,2650,257,987
270530268201,733,1149,293,1149,295,529
270530268202,889,1965,520,1965,0,532
270530268203,2246,3680,1180,3680,686,1107
270530268204,3622,5249,1544,5249,1610,1866
270530268221,879,1184,237,1184,62,472
270530268222,1320,1932,400,1932,52,726
270530268223,1046,1460,261,1460,82,762
270530268231,1069,1233,220,1233,52,488
270530268232,1052,2144,492,2144,40,601
270530268233,631,1232,322,1232,0,369
270530269031,540,799,181,799,80,413
270530269032,1076,1356,386,1356,125,453
270530269033,1804,2390,586,2390,83,865
270530269061,1313,1566,382,1566,59,605
270530269062,1690,2192,621,2192,39,746
270530269063,1677,1956,566,1956,25,642
270530269064,1898,2259,617,2259,366,831
270530269071,3609,4165,1157,4165,415,1521
270530269072,1267,1407,337,1407,0,536
270530269081,1510,1549,392,1549,28,582
270530269082,1161,1391,327,1391,28,593
270530269083,1720,2199,708,2199,7,703
270530269084,980,980,123,980,0,426
270530269091,1492,1548,382,1548,206,478
270530269092,5796,6514,1837,6514,1156,2130
270530269093,4881,5154,1722,5154,849,1786
270530269101,2279,2292,417,2292,40,909
270530269102,2057,2946,1013,2946,300,908
270530270021,1936,2096,642,2096,199,732
270530270022,1002,1137,246,1137,58,504
270530270023,2091,2387,581,2387,88,899
270530271011,3523,4018,1360,4018,683,1296
270530271012,1588,1788,473,1788,137,713
270530271013,808,808,180,808,61,341
270530271021,1052,1122,267,1122,64,470
270530271022,1643,2127,494,2127,71,812
270530271023,1134,1194,335,1194,43,410
270530271024,1221,1228,271,1228,89,376
270530272011,591,646,192,646,92,328
270530272012,898,907,209,907,25,368
270530272013,1555,1687,488,1687,260,670
270530272014,1156,1178,247,1178,73,344
270530272015,727,764,32,764,55,397
270530272016,1126,1287,338,1287,64,481
270530272021,621,633,173,633,24,273
270530272022,1060,1094,224,1094,33,481
270530272031,1069,1094,287,1094,68,445
270530272032,1243,1271,264,1271,208,700
270530272033,1395,1467,95,1467,114,880
270530273001,1383,1473,180,1473,77,870
270530273002,673,673,103,673,0,459
270530273003,849,881,59,881,107,548
270530273004,1137,1440,466,1440,173,568
270530274001,624,658,153,658,27,266
270530274002,1873,1899,645,1899,51,622
270530274003,1048,1128,269,1128,101,464
270530274004,555,610,135,610,29,272
270530275011,1426,1727,284,1727,128,902
270530275012,616,645,174,645,33,252
270530275013,1338,1417,231,1417,60,761
270530275014,687,735,124,735,24,370
270530275031,678,678,194,678,53,281
270530275032,1208,1257,295,1257,72,485
270530275033,945,1065,432,1065,10,373
270530275034,1224,1319,335,1319,129,493
270530275041,747,840,161,840,58,356
270530275042,1500,1647,493,1647,9,572
270530275043,842,868,134,868,49,432
270530276011,436,436,60,436,27,296
270530276012,889,932,216,932,11,553
270530276013,539,645,136,645,30,271
270530276014,1637,1768,389,1768,222,795
270530276021,742,742,120,742,0,262
270530276022,873,925,73,925,26,555
270530276023,1537,1592,386,1592,9,622
270530276024,861,961,149,961,16,463
270530276025,879,892,184,892,98,483
270530276026,423,487,14,487,0,276
270530277001,1610,1719,348,1719,48,669
270530277002,1638,1729,644,1729,179,519
270530277003,3590,3896,1199,3896,624,1348
270530277004,1073,1131,219,1131,165,472
270530277005,1050,1183,278,1183,158,590
270531002001,1029,1451,331,1451,9,642
270531002002,493,1041,281,1041,8,435
270531002003,402,908,50,908,7,623
270531004001,261,1148,476,1148,6,363
270531004002,281,795,194,795,5,317
270531004003,397,1297,353,1297,5,478
270531005001,423,535,101,535,5,254
270531005002,1133,1626,351,1626,78,726
270531007001,411,1232,402,1232,0,449
270531007002,503,713,184,713,20,252
270531007003,367,888,378,888,0,392
270531007004,102,266,61,266,6,169
270531008001,289,756,250,756,0,268
270531008002,258,1193,392,1193,0,443
270531008003,490,949,323,949,0,374
270531008004,236,1203,259,1203,13,476
270531009001,146,913,381,913,0,285
270531009002,219,1540,337,1540,12,469
270531009003,141,1163,438,1163,0,319
270531009004,322,800,109,800,38,276
270531009005,176,739,282,739,9,399
270531012001,853,1014,180,1014,13,501
270531012002,873,1226,287,1226,0,453
270531012003,1281,1374,271,1374,0,573
270531012004,815,1038,116,1038,0,610
270531013001,129,1234,432,1234,26,314
270531013002,65,726,229,726,100,272
270531016001,142,737,199,737,0,375
270531016002,124,655,254,655,22,264
270531016003,153,892,322,892,5,318
270531018001,533,1117,276,1117,0,565
270531018002,684,1700,537,1700,76,613
270531018003,702,1437,247,1437,93,523
270531019001,1026,1101,131,1101,0,558
270531019002,400,624,49,624,0,511
270531019003,699,917,197,917,27,447
270531020001,121,908,266,908,39,315
270531020002,326,890,294,890,48,296
270531020003,318,791,256,791,3,283
270531021001,92,978,454,978,61,311
270531021002,162,718,260,718,64,278
270531021003,129,954,367,954,82,225
270531023001,134,677,210,677,29,258
270531023002,162,840,218,840,30,461
270531025001,408,550,51,550,0,267
270531025002,783,1214,234,1214,17,456
270531025003,705,1203,173,1203,39,659
270531026001,415,612,97,612,23,282
270531026002,726,1260,175,1260,11,518
270531028001,224,1304,567,1304,44,349
270531028002,291,891,329,891,56,225
270531028003,42,1263,358,1263,51,454
270531029001,368,1452,538,1452,46,461
270531030001,548,885,125,885,0,323
270531030002,788,961,105,961,36,460
270531031001,1306,2222,349,2222,40,1166
270531034001,75,1430,772,1430,145,432
270531034002,82,902,403,902,241,320
270531034003,255,804,252,804,290,455
270531036001,582,667,49,667,0,435
270531036002,1168,1566,127,1566,325,1007
270531037001,780,1195,117,1195,0,419
270531037002,823,1310,202,1310,0,667
270531037003,953,1257,15,1257,235,855
270531039001,1211,1605,0,1605,168,509
270531039002,1198,1718,21,1718,344,624
270531040001,1580,1914,18,1914,20,694
270531040002,664,1189,333,1189,131,403
270531040003,1124,1606,75,1606,22,618
270531040004,220,821,140,821,0,330
270531040005,1037,1252,54,1252,44,495
270531041001,1174,1846,278,1846,82,741
270531041002,389,1714,542,1714,19,655
270531044001,519,963,45,963,128,448
270531044002,897,1210,47,1210,131,893
270531048001,862,1660,18,1660,322,995
270531048002,0,715,0,715,231,667
270531048003,1031,2467,485,2467,25,458
270531048004,75,3388,1655,3388,63,1202
270531048005,1059,1396,45,1396,0,159
270531049001,643,2047,481,2047,415,834
270531049002,1266,1963,0,1963,217,593
270531049003,603,988,47,988,198,494
270531049004,3318,4390,8,4390,80,80
270531049005,1442,1823,13,1823,144,264
270531051001,965,1155,207,1155,45,521
270531051002,633,700,83,700,8,367
270531051003,802,936,241,936,37,396
270531052011,1343,1498,27,1498,16,1190
270531052012,1100,1493,118,1493,224,1084
270531052041,336,634,39,634,0,608
270531052042,1286,2085,264,2085,357,1432
270531054001,1227,1919,84,1919,582,1373
270531054002,847,1598,112,1598,16,658
270531055001,1139,1297,36,1297,0,1028
270531055002,871,956,75,956,0,727
270531055003,464,578,155,578,0,225
270531055004,858,1003,155,1003,14,399
270531056001,538,916,62,916,13,759
270531056002,803,1022,68,1022,12,668
270531056003,1088,1390,0,1390,326,1093
270531056004,700,1006,58,1006,0,801
270531057001,481,788,34,788,9,589
270531057002,541,975,12,975,137,853
270531057003,555,1059,29,1059,83,762
270531060001,285,1383,355,1383,102,483
270531060002,136,1352,399,1352,28,646
270531060003,69,532,140,532,4,333
270531062001,435,2195,698,2195,69,1109
270531062002,606,838,60,838,29,456
270531062003,331,751,68,751,116,431
270531064001,211,841,69,841,11,573
270531064002,881,995,176,995,6,451
270531065001,967,1140,116,1140,68,533
270531065002,1300,1414,218,1414,30,575
270531065003,1742,1890,197,1890,388,1420
270531066001,729,823,35,823,0,388
270531066002,798,962,88,962,0,630
270531066003,548,653,60,653,0,324
270531067001,489,614,0,614,29,634
270531067002,1029,1184,57,1184,0,850
270531067003,1020,1198,60,1198,0,640
270531067004,1081,1216,25,1216,0,935
270531069001,553,793,16,793,46,548
270531069002,1127,1725,92,1725,100,929
270531070001,614,1414,334,1414,13,638
270531070002,666,1403,161,1403,54,782
270531070003,851,1136,182,1136,0,630
270531074001,396,1067,277,1067,74,437
270531074002,492,701,121,701,0,443
270531075001,1000,1084,184,1084,21,512
270531075002,626,784,120,784,13,389
270531076001,745,882,111,882,6,430
270531076002,982,1010,170,1010,50,592
270531076003,474,599,193,599,0,211
270531076004,822,1207,286,1207,83,439
270531080001,694,851,69,851,90,593
270531080002,1052,1156,32,1156,66,667
270531080003,760,781,78,781,0,415
270531080004,492,584,40,584,0,343
270531086001,392,594,131,594,0,258
270531086002,249,1467,464,1467,8,361
270531086003,350,1056,277,1056,0,478
270531087001,487,848,122,848,51,416
270531087002,912,1435,347,1435,64,531
270531087003,968,1301,259,1301,135,571
270531088001,217,504,51,504,0,288
270531088002,381,535,53,535,0,361
270531088003,672,784,134,784,0,379
270531088004,834,1671,244,1671,40,794
270531089001,609,839,232,839,0,324
270531089002,417,435,67,435,0,224
270531089003,814,1047,132,1047,8,525
270531090001,751,808,102,808,6,453
270531090002,791,883,169,883,4,377
270531091001,1135,1357,0,1357,15,945
270531091002,595,705,0,705,15,472
270531091003,586,586,137,586,0,247
270531091004,672,677,154,677,0,334
270531091005,495,654,56,654,12,447
270531091006,602,650,123,650,19,279
270531092001,919,1092,102,1092,11,690
270531092002,943,1062,93,1062,10,467
270531092003,958,1316,96,1316,9,901
270531093001,624,922,190,922,31,349
270531093002,831,994,50,994,17,581
270531093003,567,678,19,678,0,413
270531093004,472,585,58,585,0,342
270531093005,413,749,132,749,14,304
270531094001,294,1301,408,1301,0,408
270531094002,208,884,259,884,8,239
270531097001,320,806,319,806,10,248
270531097002,567,784,140,784,3,355
270531097003,438,866,204,866,11,336
270531098001,650,705,200,705,36,256
270531098002,946,1162,390,1162,37,428
270531098003,683,729,106,729,24,362
270531098004,674,780,121,780,18,439
270531098005,789,861,251,861,33,318
270531099001,431,645,100,645,43,345
270531099002,1051,1173,267,1173,0,475
270531099003,818,944,215,944,6,420
270531099004,876,1008,110,1008,8,549
270531100001,332,1179,388,1179,13,374
270531100002,382,831,213,831,10,223
270531101001,726,1068,232,1068,15,457
270531101002,689,945,176,945,8,456
270531101003,504,1056,459,1056,54,402
270531102001,909,1103,223,1103,16,470
270531102002,642,735,70,735,0,363
270531102003,635,755,102,755,8,364
270531102004,624,875,228,875,28,385
270531104001,519,565,73,565,0,294
270531104002,795,852,187,852,9,384
270531104003,551,772,89,772,0,378
270531104004,407,1155,366,1155,74,405
270531105001,495,510,62,510,0,328
270531105002,1227,1395,296,1395,38,495
270531105003,1276,1414,218,1414,241,753
270531105004,462,587,87,587,12,340
270531105005,767,780,149,780,20,420
270531108001,709,793,153,793,0,298
270531108002,514,685,158,685,0,321
270531108003,689,751,190,751,9,314
270531108004,751,849,165,849,11,376
270531108005,707,826,205,826,7,332
270531108006,415,636,107,636,0,286
270531109001,832,1221,247,1221,0,533
270531109002,632,929,138,929,24,425
270531109003,601,1175,273,1175,84,486
270531111001,380,467,51,467,6,247
270531111002,840,935,207,935,0,419
270531111003,842,1018,204,1018,106,449
270531111004,747,903,148,903,7,412
270531112001,1308,1336,355,1336,70,556
270531112002,798,845,205,845,0,360
270531112003,936,1018,233,1018,24,462
270531113001,675,717,209,717,19,301
270531113002,708,879,206,879,7,362
270531113003,894,1030,230,1030,0,424
270531113004,852,972,355,972,18,403
270531113005,596,671,162,671,8,286
270531113006,429,732,240,732,0,231
270531114001,964,1045,335,1045,45,330
270531114002,673,830,235,830,0,270
270531114003,719,753,193,753,7,322
270531114004,1307,1463,438,1463,22,593
270531115001,1228,1488,434,1488,35,542
270531115002,1125,1331,385,1331,21,586
270531115003,843,874,172,874,0,325
270531115004,928,972,124,972,0,419
270531115005,499,696,103,696,13,390
270531116001,353,514,126,514,13,246
270531116002,1068,1221,225,1221,18,473
270531116003,848,926,293,926,26,317
270531116004,427,517,38,517,7,265
270531225001,577,705,136,705,0,299
270531225002,1323,1990,433,1990,144,995
270531225003,760,886,181,886,37,426
270531226001,1376,1482,260,1482,0,638
270531226002,693,782,116,782,81,412
270531255001,693,1147,202,1147,427,690
270531255002,609,803,148,803,7,284
270531255003,1260,1751,426,1751,58,710
270531256001,951,1083,162,1083,18,548
270531256002,1636,2278,188,2278,233,817
270531257001,162,724,222,724,0,288
270531257002,120,1484,569,1484,32,335
270531257003,406,1554,529,1554,22,563
270531258001,408,1156,228,1156,147,350
270531258002,578,1613,525,1613,58,424
270531258003,534,2494,868,2494,275,908
270531259001,248,1099,248,1099,180,362
270531259002,81,2196,969,2196,80,532
270531259003,188,1586,582,1586,127,485
270531260001,209,619,223,619,0,325
270531260002,327,1063,240,1063,97,350
270531260003,195,1622,486,1622,107,697
270531260004,265,2368,912,2368,8,811
270531261001,1468,2355,437,2355,817,1042
270531261002,883,1242,0,1242,298,1016
270531261003,796,2122,84,2122,204,1073
270531261004,677,1376,37,1376,50,865
270531262001,3105,3489,113,3489,1346,2356
270531262002,1372,2271,561,2271,945,1311
271230301001,742,858,144,858,10,291
271230301002,956,1381,192,1381,7,413
271230301003,527,842,92,842,17,472
271230301004,764,820,206,820,0,313
271230301005,855,1132,290,1132,9,401
271230302011,1016,1218,163,1218,0,590
271230302012,1125,1559,353,1559,14,473
271230302013,947,1113,186,1113,20,524
271230302014,1356,1545,306,1545,44,603
271230302021,1758,2205,239,2205,46,1129
271230303001,770,1016,242,1016,0,395
271230303002,648,957,212,957,43,421
271230303003,647,819,145,819,0,413
271230303004,413,742,160,742,0,251
271230303005,525,614,140,614,20,247
271230303006,783,799,93,799,0,313
271230303007,1051,1152,281,1152,0,403
271230304001,488,2159,672,2159,66,742
271230304002,833,2913,710,2913,76,989
271230304003,733,2048,694,2048,64,839
271230305001,182,2263,1215,2263,7,521
271230305002,342,1983,607,1983,8,664
271230305003,193,703,221,703,53,373
271230305004,280,995,347,995,6,350
271230306011,445,3397,1130,3397,141,1232
271230306012,597,2848,962,2848,16,711
271230306021,523,842,195,842,22,298
271230306022,611,699,147,699,0,289
271230306023,527,694,205,694,0,296
271230306024,858,1932,586,1932,16,645
271230307021,595,1054,260,1054,12,359
271230307022,587,1321,373,1321,5,414
271230307023,405,773,215,773,0,249
271230307024,628,845,198,845,0,334
271230307025,581,1368,363,1368,0,455
271230307031,682,829,155,829,0,351
271230307032,489,1296,405,1296,0,389
271230307033,762,2039,600,2039,17,604
271230307041,239,913,309,913,0,261
271230307042,434,804,311,804,20,255
271230307043,692,2716,919,2716,50,1065
271230308001,356,1482,506,1482,0,482
