id,totalwhite,totalppl,over65,total65
270530262062,1396,1474,679,1474
270530262063,860,897,90,897
270530262071,1536,1890,391,1890
270530262072,1914,2070,294,2070
270530262081,1004,1261,145,1261
270530262082,729,780,186,780
270530262083,1110,1187,229,1187
270530263011,2299,2389,556,2389
270530263012,1031,1181,259,1181
270530263021,660,683,158,683
270530263022,818,871,99,871
270530263023,920,997,181,997
270530263024,682,753,147,753
270530264021,1335,1745,237,1745
270530264022,1646,2627,162,2627
270530264023,576,658,112,658
270530264024,1010,1170,588,1170
270530264031,1221,1924,654,1924
270530264032,1292,1355,199,1355
270530264041,1309,1353,254,1353
270530264042,1973,2186,526,2186
270530264043,1736,1874,344,1874
270530265051,1160,1335,373,1335
270530265052,1941,2391,363,2391
270530265071,2278,2821,452,2821
270530265072,1447,2123,374,2123
270530265081,1137,1252,411,1252
270530265082,1081,1126,282,1126
270530265083,2332,2569,332,2569
270530265091,2129,2482,288,2482
270530265092,1825,2132,256,2132
270530265101,1032,1315,80,1315
270530265102,832,999,199,999
270530265103,1078,1255,314,1255
270530265111,681,1382,7,1382
270530265112,626,1289,52,1289
270530265113,1021,1099,165,1099
270530265121,1154,1183,206,1183
270530265122,577,687,178,687
270530265123,965,1048,212,1048
270530265124,650,898,108,898
270530265125,835,926,281,926
270530265126,513,567,79,567
270530265127,421,794,74,794
270530265141,698,1084,85,1084
270530265142,690,793,23,793
270530265143,777,997,123,997
270530265144,1300,1902,368,1902
270530266051,1673,1955,166,1955
270530266052,1318,1536,537,1536
270530266061,1162,1196,160,1196
270530266062,2010,2304,252,2304
270530266063,1320,1586,267,1586
270530266091,1029,1102,257,1102
270530266092,572,896,95,896
270530266093,796,831,159,831
270530266101,1399,1612,101,1612
270530266102,538,630,170,630
270530266103,1266,1639,462,1639
270530266104,489,665,104,665
270530266111,1250,1283,240,1283
270530266112,845,1127,203,1127
270530266113,620,1102,223,1102
270530266114,1078,1437,123,1437
270530266121,4390,6355,404,6355
270530266122,1136,1282,279,1282
270530266123,1493,1859,220,1859
270530266124,909,987,59,987
270530266131,1457,2565,583,2565
270530266132,3997,6233,496,6233
270530267021,1041,1255,224,1255
270530267022,1370,1425,546,1425
270530267061,1209,1310,317,1310
270530267062,1312,1482,194,1482
270530267063,932,980,103,980
270530267071,1646,1815,120,1815
270530267072,1151,1301,204,1301
270530267073,752,819,29,819
270530267074,869,917,169,917
270530267081,767,876,275,876
270530267082,1732,1771,108,1771
270530267083,965,1200,121,1200
270530267084,836,1038,73,1038
270530267085,836,863,264,863
270530267101,833,853,141,853
270530267102,701,907,81,907
270530267103,824,1058,31,1058
270530267104,3462,4497,707,4497
270530267105,901,1271,131,1271
270530267106,548,548,77,548
270530267111,1607,1846,195,1846
270530267112,1104,1159,165,1159
270530267121,1068,1498,291,1498
270530267122,1488,1728,263,1728
270530267131,1281,1443,101,1443
270530267132,889,1130,199,1130
270530267133,1047,1148,149,1148
270530267134,490,571,163,571
270530267141,5512,6732,767,6732
270530267142,893,961,134,961
270530267143,1932,2302,533,2302
270530267151,1026,1098,50,1098
270530267152,3924,4554,310,4554
270530267153,5919,8324,469,8324
270530267154,1792,1833,113,1833
270530267161,3527,4821,377,4821
270530267162,1345,1392,161,1392
270530267163,1238,1238,98,1238
270530267164,992,1078,158,1078
270530268071,808,1181,333,1181
270530268072,367,906,106,906
270530268073,866,1058,19,1058
270530268074,415,1357,97,1357
270530268075,507,858,92,858
270530268076,314,534,240,534
270530268091,300,3223,93,3223
270530268092,60,299,15,299
270530268093,567,1963,52,1963
270530268101,583,947,159,947
270530268102,315,1499,94,1499
270530268103,406,861,82,861
270530268104,147,703,52,703
270530268105,153,692,83,692
270530268106,165,755,65,755
270530268111,622,1165,173,1165
270530268112,593,1467,114,1467
270530268113,732,1366,166,1366
270530268114,529,1955,181,1955
270530268121,1156,2400,321,2400
270530268122,928,2612,138,2612
270530268123,1498,1985,254,1985
270530268141,317,724,105,724
270530268142,654,1130,131,1130
270530268143,407,2596,112,2596
270530268144,497,1191,46,1191
270530268145,668,937,193,937
270530268151,832,1675,127,1675
270530268152,429,1215,89,1215
270530268153,568,1685,167,1685
270530268154,600,878,88,878
270530268161,391,1078,120,1078
270530268162,620,1202,169,1202
270530268163,397,1565,225,1565
270530268164,839,1576,110,1576
270530268165,457,1244,128,1244
270530268181,711,1385,144,1385
270530268182,523,1132,103,1132
270530268183,274,1287,150,1287
270530268184,219,1195,172,1195
270530268191,327,2103,41,2103
270530268192,588,2650,222,2650
270530268201,733,1149,182,1149
270530268202,889,1965,124,1965
270530268203,2246,3680,226,3680
270530268204,3622,5249,401,5249
270530268221,879,1184,137,1184
270530268222,1320,1932,361,1932
270530268223,1046,1460,429,1460
270530268231,1069,1233,358,1233
270530268232,1052,2144,164,2144
270530268233,631,1232,78,1232
270530269031,540,799,193,799
270530269032,1076,1356,145,1356
270530269033,1804,2390,242,2390
270530269061,1313,1566,181,1566
270530269062,1690,2192,199,2192
270530269063,1677,1956,225,1956
270530269064,1898,2259,137,2259
270530269071,3609,4165,325,4165
270530269072,1267,1407,235,1407
270530269081,1510,1549,65,1549
270530269082,1161,1391,155,1391
270530269083,1720,2199,74,2199
270530269084,980,980,77,980
270530269091,1492,1548,117,1548
270530269092,5796,6514,794,6514
270530269093,4881,5154,494,5154
270530269101,2279,2292,254,2292
270530269102,2057,2946,332,2946
270530270021,1936,2096,382,2096
270530270022,1002,1137,150,1137
270530270023,2091,2387,368,2387
270530271011,3523,4018,241,4018
270530271012,1588,1788,281,1788
270530271013,808,808,164,808
270530271021,1052,1122,104,1122
270530271022,1643,2127,241,2127
270530271023,1134,1194,182,1194
270530271024,1221,1228,139,1228
270530272011,591,646,117,646
270530272012,898,907,102,907
270530272013,1555,1687,316,1687
270530272014,1156,1178,212,1178
270530272015,727,764,247,764
270530272016,1126,1287,235,1287
270530272021,621,633,77,633
270530272022,1060,1094,174,1094
270530272031,1069,1094,201,1094
270530272032,1243,1271,169,1271
270530272033,1395,1467,587,1467
270530273001,1383,1473,454,1473
270530273002,673,673,291,673
270530273003,849,881,382,881
270530273004,1137,1440,230,1440
270530274001,624,658,150,658
270530274002,1873,1899,206,1899
270530274003,1048,1128,161,1128
270530274004,555,610,135,610
270530275011,1426,1727,316,1727
270530275012,616,645,115,645
270530275013,1338,1417,210,1417
270530275014,687,735,175,735
270530275031,678,678,99,678
270530275032,1208,1257,196,1257
270530275033,945,1065,85,1065
270530275034,1224,1319,243,1319
270530275041,747,840,152,840
270530275042,1500,1647,175,1647
270530275043,842,868,316,868
270530276011,436,436,94,436
270530276012,889,932,147,932
270530276013,539,645,47,645
270530276014,1637,1768,241,1768
270530276021,742,742,27,742
270530276022,873,925,152,925
270530276023,1537,1592,155,1592
270530276024,861,961,132,961
270530276025,879,892,108,892
270530276026,423,487,100,487
270530277001,1610,1719,406,1719
270530277002,1638,1729,150,1729
270530277003,3590,3896,210,3896
270530277004,1073,1131,136,1131
270530277005,1050,1183,143,1183
270531002001,1029,1451,146,1451
270531002002,493,1041,77,1041
270531002003,402,908,171,908
270531004001,261,1148,25,1148
270531004002,281,795,51,795
270531004003,397,1297,112,1297
270531005001,423,535,64,535
270531005002,1133,1626,242,1626
270531007001,411,1232,48,1232
270531007002,503,713,86,713
270531007003,367,888,29,888
270531007004,102,266,39,266
270531008001,289,756,20,756
270531008002,258,1193,56,1193
270531008003,490,949,63,949
270531008004,236,1203,54,1203
270531009001,146,913,59,913
270531009002,219,1540,41,1540
270531009003,141,1163,27,1163
270531009004,322,800,207,800
270531009005,176,739,68,739
270531012001,853,1014,203,1014
270531012002,873,1226,42,1226
270531012003,1281,1374,237,1374
270531012004,815,1038,79,1038
270531013001,129,1234,17,1234
270531013002,65,726,87,726
270531016001,142,737,55,737
270531016002,124,655,18,655
270531016003,153,892,28,892
270531018001,533,1117,70,1117
270531018002,684,1700,110,1700
270531018003,702,1437,43,1437
270531019001,1026,1101,153,1101
270531019002,400,624,245,624
270531019003,699,917,67,917
270531020001,121,908,33,908
270531020002,326,890,101,890
270531020003,318,791,34,791
270531021001,92,978,30,978
270531021002,162,718,33,718
270531021003,129,954,26,954
270531023001,134,677,49,677
270531023002,162,840,154,840
270531025001,408,550,53,550
270531025002,783,1214,43,1214
270531025003,705,1203,194,1203
270531026001,415,612,46,612
270531026002,726,1260,69,1260
270531028001,224,1304,49,1304
270531028002,291,891,101,891
270531028003,42,1263,226,1263
270531029001,368,1452,98,1452
270531030001,548,885,248,885
270531030002,788,961,118,961
270531031001,1306,2222,168,2222
270531034001,75,1430,52,1430
270531034002,82,902,34,902
270531034003,255,804,140,804
270531036001,582,667,119,667
270531036002,1168,1566,347,1566
270531037001,780,1195,24,1195
270531037002,823,1310,107,1310
270531037003,953,1257,197,1257
270531039001,1211,1605,19,1605
270531039002,1198,1718,17,1718
270531040001,1580,1914,65,1914
270531040002,664,1189,25,1189
270531040003,1124,1606,97,1606
270531040004,220,821,0,821
270531040005,1037,1252,21,1252
270531041001,1174,1846,178,1846
270531041002,389,1714,126,1714
270531044001,519,963,24,963
270531044002,897,1210,57,1210
270531048001,862,1660,144,1660
270531048002,0,715,268,715
270531048003,1031,2467,28,2467
270531048004,75,3388,175,3388
270531048005,1059,1396,73,1396
270531049001,643,2047,24,2047
270531049002,1266,1963,0,1963
270531049003,603,988,84,988
270531049004,3318,4390,0,4390
270531049005,1442,1823,0,1823
270531051001,965,1155,78,1155
270531051002,633,700,89,700
270531051003,802,936,272,936
270531052011,1343,1498,625,1498
270531052012,1100,1493,35,1493
270531052041,336,634,73,634
270531052042,1286,2085,309,2085
270531054001,1227,1919,106,1919
270531054002,847,1598,4,1598
270531055001,1139,1297,291,1297
270531055002,871,956,84,956
270531055003,464,578,67,578
270531055004,858,1003,107,1003
270531056001,538,916,0,916
270531056002,803,1022,32,1022
270531056003,1088,1390,255,1390
270531056004,700,1006,87,1006
270531057001,481,788,35,788
270531057002,541,975,84,975
270531057003,555,1059,30,1059
270531060001,285,1383,38,1383
270531060002,136,1352,190,1352
270531060003,69,532,85,532
270531062001,435,2195,108,2195
270531062002,606,838,103,838
270531062003,331,751,101,751
270531064001,211,841,201,841
270531064002,881,995,201,995
270531065001,967,1140,540,1140
270531065002,1300,1414,102,1414
270531065003,1742,1890,263,1890
270531066001,729,823,57,823
270531066002,798,962,294,962
270531066003,548,653,140,653
270531067001,489,614,16,614
270531067002,1029,1184,36,1184
270531067003,1020,1198,94,1198
270531067004,1081,1216,86,1216
270531069001,553,793,93,793
270531069002,1127,1725,11,1725
270531070001,614,1414,40,1414
270531070002,666,1403,30,1403
270531070003,851,1136,41,1136
270531074001,396,1067,44,1067
270531074002,492,701,108,701
270531075001,1000,1084,124,1084
270531075002,626,784,70,784
270531076001,745,882,205,882
270531076002,982,1010,173,1010
270531076003,474,599,34,599
270531076004,822,1207,121,1207
270531080001,694,851,30,851
270531080002,1052,1156,74,1156
270531080003,760,781,88,781
270531080004,492,584,135,584
270531086001,392,594,47,594
270531086002,249,1467,31,1467
270531086003,350,1056,74,1056
270531087001,487,848,74,848
270531087002,912,1435,83,1435
270531087003,968,1301,306,1301
270531088001,217,504,40,504
270531088002,381,535,63,535
270531088003,672,784,78,784
270531088004,834,1671,187,1671
270531089001,609,839,109,839
270531089002,417,435,51,435
270531089003,814,1047,144,1047
270531090001,751,808,82,808
270531090002,791,883,157,883
270531091001,1135,1357,211,1357
270531091002,595,705,30,705
270531091003,586,586,55,586
270531091004,672,677,135,677
270531091005,495,654,47,654
270531091006,602,650,128,650
270531092001,919,1092,73,1092
270531092002,943,1062,416,1062
270531092003,958,1316,130,1316
270531093001,624,922,83,922
270531093002,831,994,68,994
270531093003,567,678,55,678
270531093004,472,585,38,585
270531093005,413,749,55,749
270531094001,294,1301,53,1301
270531094002,208,884,45,884
270531097001,320,806,37,806
270531097002,567,784,54,784
270531097003,438,866,54,866
270531098001,650,705,103,705
270531098002,946,1162,78,1162
270531098003,683,729,100,729
270531098004,674,780,110,780
270531098005,789,861,105,861
270531099001,431,645,47,645
270531099002,1051,1173,78,1173
270531099003,818,944,72,944
270531099004,876,1008,159,1008
270531100001,332,1179,50,1179
270531100002,382,831,48,831
270531101001,726,1068,75,1068
270531101002,689,945,114,945
270531101003,504,1056,47,1056
270531102001,909,1103,98,1103
270531102002,642,735,131,735
270531102003,635,755,104,755
270531102004,624,875,62,875
270531104001,519,565,88,565
270531104002,795,852,42,852
270531104003,551,772,106,772
270531104004,407,1155,36,1155
270531105001,495,510,16,510
270531105002,1227,1395,301,1395
270531105003,1276,1414,127,1414
270531105004,462,587,300,587
270531105005,767,780,131,780
270531108001,709,793,33,793
270531108002,514,685,46,685
270531108003,689,751,59,751
270531108004,751,849,95,849
270531108005,707,826,42,826
270531108006,415,636,93,636
270531109001,832,1221,182,1221
270531109002,632,929,73,929
270531109003,601,1175,137,1175
270531111001,380,467,73,467
270531111002,840,935,53,935
270531111003,842,1018,172,1018
270531111004,747,903,116,903
270531112001,1308,1336,167,1336
270531112002,798,845,95,845
270531112003,936,1018,96,1018
270531113001,675,717,95,717
270531113002,708,879,187,879
270531113003,894,1030,97,1030
270531113004,852,972,96,972
270531113005,596,671,98,671
270531113006,429,732,15,732
270531114001,964,1045,128,1045
270531114002,673,830,144,830
270531114003,719,753,84,753
270531114004,1307,1463,209,1463
270531115001,1228,1488,113,1488
270531115002,1125,1331,191,1331
270531115003,843,874,182,874
270531115004,928,972,241,972
270531115005,499,696,14,696
270531116001,353,514,58,514
270531116002,1068,1221,101,1221
270531116003,848,926,118,926
270531116004,427,517,113,517
270531225001,577,705,136,705
270531225002,1323,1990,139,1990
270531225003,760,886,83,886
270531226001,1376,1482,197,1482
270531226002,693,782,71,782
270531255001,693,1147,362,1147
270531255002,609,803,91,803
270531255003,1260,1751,229,1751
270531256001,951,1083,180,1083
270531256002,1636,2278,214,2278
270531257001,162,724,55,724
270531257002,120,1484,73,1484
270531257003,406,1554,114,1554
270531258001,408,1156,162,1156
270531258002,578,1613,50,1613
270531258003,534,2494,113,2494
270531259001,248,1099,66,1099
270531259002,81,2196,214,2196
270531259003,188,1586,36,1586
270531260001,209,619,97,619
270531260002,327,1063,264,1063
270531260003,195,1622,198,1622
270531260004,265,2368,207,2368
270531261001,1468,2355,278,2355
270531261002,883,1242,74,1242
270531261003,796,2122,245,2122
270531261004,677,1376,146,1376
270531262001,3105,3489,199,3489
270531262002,1372,2271,39,2271
271230301001,742,858,121,858
271230301002,956,1381,216,1381
271230301003,527,842,82,842
271230301004,764,820,201,820
271230301005,855,1132,156,1132
271230302011,1016,1218,222,1218
271230302012,1125,1559,84,1559
271230302013,947,1113,146,1113
271230302014,1356,1545,518,1545
271230302021,1758,2205,158,2205
271230303001,770,1016,103,1016
271230303002,648,957,103,957
271230303003,647,819,169,819
271230303004,413,742,89,742
271230303005,525,614,75,614
271230303006,783,799,118,799
271230303007,1051,1152,150,1152
271230304001,488,2159,144,2159
271230304002,833,2913,76,2913
271230304003,733,2048,219,2048
271230305001,182,2263,57,2263
271230305002,342,1983,124,1983
271230305003,193,703,141,703
271230305004,280,995,86,995
271230306011,445,3397,79,3397
271230306012,597,2848,173,2848
271230306021,523,842,76,842
271230306022,611,699,62,699
271230306023,527,694,29,694
271230306024,858,1932,126,1932
271230307021,595,1054,69,1054
271230307022,587,1321,155,1321
271230307023,405,773,51,773
271230307024,628,845,64,845
271230307025,581,1368,169,1368
271230307031,682,829,134,829
271230307032,489,1296,120,1296
271230307033,762,2039,160,2039
271230307041,239,913,55,913
271230307042,434,804,52,804
271230307043,692,2716,130,2716
271230308001,356,1482,75,1482
271230308002,612,1450,33,1450
271230308003,384,918,96,918
271230308004,439,1403,135,1403
271230309001,312,990,94,990
271230309002,159,1165,33,1165
271230309003,539,2287,65,2287
271230310001,400,863,42,863
271230310002,290,1178,74,1178
271230310003,254,1091,93,1091
271230310004,99,442,76,442
271230310005,198,815,41,815
271230311001,895,1846,153,1846
271230311002,350,808,60,808
271230311003,674,1288,135,1288
271230312001,592,1450,164,1450
271230312002,376,573,34,573
271230312003,712,910,85,910
271230313001,206,1088,61,1088
271230313002,434,1341,42,1341
271230314001,288,985,53,985
271230314002,364,1940,70,1940
271230315001,189,509,53,509
271230315002,251,1388,82,1388
271230315003,272,1142,25,1142
271230316001,353,1271,89,1271
271230316002,101,1082,64,1082
271230316003,179,597,36,597
271230316004,327,1247,160,1247
271230317011,352,1963,107,1963
271230317012,224,1144,59,1144
271230317021,273,1853,152,1853
271230317022,123,1321,51,1321
271230317023,372,1488,62,1488
271230317024,301,1857,139,1857
271230318011,325,1745,93,1745
271230318012,224,1548,25,1548
271230318013,492,654,99,654
271230318014,478,1196,23,1196
271230318021,603,1108,55,1108
271230318022,723,950,97,950
271230318023,523,1201,73,1201
271230318024,187,1020,52,1020
271230319001,727,1202,93,1202
271230319002,459,698,48,698
271230320001,621,878,45,878
271230320002,767,1503,85,1503
271230320003,668,905,115,905
271230321001,584,1366,70,1366
271230321002,1525,2019,78,2019
271230322001,420,608,137,608
271230322002,574,891,66,891
271230322003,870,975,56,975
271230323001,541,1133,41,1133
271230323002,686,957,31,957
271230323003,415,738,26,738
271230323004,573,662,58,662
271230324001,178,1334,120,1334
271230324002,602,1547,77,1547
271230325001,153,987,68,987
271230325002,215,1057,24,1057
271230325003,507,1266,136,1266
271230325004,279,522,44,522
271230326001,310,1859,131,1859
271230326002,247,1126,63,1126
271230326003,140,759,51,759
271230327001,95,1082,70,1082
271230327002,293,1687,128,1687
271230330001,200,588,74,588
271230330002,356,1341,44,1341
271230331001,208,739,18,739
271230331002,311,874,84,874
271230332001,892,1377,460,1377
271230332002,1097,1778,122,1778
271230333001,1277,1738,30,1738
271230333002,601,808,148,808
271230333003,674,756,46,756
271230334001,404,1347,111,1347
271230334002,716,1018,60,1018
271230334003,459,694,35,694
271230335001,215,1353,73,1353
271230335002,135,851,19,851
271230335003,295,1632,157,1632
271230336001,28,1805,96,1805
271230337001,323,1372,210,1372
271230338001,580,1390,114,1390
271230338002,224,574,83,574
271230339001,697,1560,157,1560
271230340001,842,949,106,949
271230340002,562,743,156,743
271230342011,1601,2296,199,2296
271230342021,1310,1719,188,1719
271230342022,470,1066,232,1066
271230342023,1935,2735,404,2735
271230344001,597,681,53,681
271230344002,379,1480,35,1480
271230345001,441,1136,76,1136
271230345002,549,757,53,757
271230345003,766,2047,71,2047
271230346011,736,1760,331,1760
271230346012,811,1915,146,1915
271230346013,362,1798,224,1798
271230346021,331,984,74,984
271230346022,590,1846,137,1846
271230346023,547,1693,118,1693
271230347011,582,1401,104,1401
271230347012,368,1945,47,1945
271230347013,959,1865,143,1865
271230347021,881,1948,100,1948
271230347022,444,1415,138,1415
271230347023,152,794,34,794
271230349001,1144,1238,35,1238
271230349002,779,855,102,855
271230349003,1256,1428,111,1428
271230350001,1103,1370,45,1370
271230350002,682,712,60,712
271230350003,517,562,79,562
271230351001,2109,2725,230,2725
271230351002,703,888,70,888
271230352001,1186,1342,129,1342
271230352002,947,1077,140,1077
271230352003,887,967,96,967
271230353001,831,1079,127,1079
271230353002,914,1006,77,1006
271230353003,639,754,78,754
271230353004,926,989,68,989
271230355001,1156,1311,191,1311
271230355002,785,971,125,971
271230357001,1066,1277,94,1277
271230357002,1088,1221,221,1221
271230358001,994,1145,215,1145
271230358002,459,691,99,691
271230358003,903,962,179,962
271230359001,414,651,117,651
271230360001,411,557,58,557
271230360002,1236,1856,312,1856
271230361001,215,1601,141,1601
271230363001,544,599,63,599
271230363002,730,758,99,758
271230363003,740,750,72,750
271230363004,1271,1448,342,1448
271230364001,1000,1190,172,1190
271230364002,985,1236,149,1236
271230364003,480,480,75,480
271230364004,758,917,173,917
271230365001,845,1012,118,1012
271230365002,1044,1142,107,1142
271230365003,564,597,61,597
271230365004,1028,1037,142,1037
271230366001,1263,1397,425,1397
271230366002,1043,1086,149,1086
271230366003,569,676,95,676
271230366004,778,928,72,928
271230367001,700,824,161,824
271230367002,440,580,44,580
271230367003,1288,1665,339,1665
271230367004,884,1509,145,1509
271230368001,955,1306,108,1306
271230368002,1010,1325,93,1325
271230369001,949,1283,320,1283
271230369002,533,670,81,670
271230370001,414,676,111,676
271230370002,501,720,44,720
271230370003,669,683,55,683
271230370004,605,669,76,669
271230371001,447,1335,422,1335
271230371002,385,1088,107,1088
271230371003,488,958,69,958
271230371004,395,539,106,539
271230371005,646,943,55,943
271230372001,707,1940,73,1940
271230372002,563,848,33,848
271230372003,330,1086,90,1086
271230372004,371,1483,24,1483
271230372005,234,804,111,804
271230374021,607,1020,174,1020
271230374022,693,1182,174,1182
271230374023,995,1905,276,1905
271230374031,284,492,138,492
271230374032,487,944,37,944
271230374033,337,1634,177,1634
271230374034,887,1906,136,1906
271230374035,543,1699,298,1699
271230375001,753,1071,185,1071
271230375002,693,1041,84,1041
271230375003,628,719,102,719
271230375004,577,698,118,698
271230375005,775,1034,188,1034
271230375006,450,701,115,701
271230376011,1535,1999,318,1999
271230376012,973,992,205,992
271230376013,908,1181,99,1181
271230376021,911,1385,435,1385
271230376022,622,749,148,749
271230376023,146,1753,37,1753
271230376024,1223,1507,177,1507
271230401001,2059,2392,294,2392
271230401002,659,701,250,701
271230401003,1163,1169,134,1169
271230401004,1300,1300,220,1300
271230401005,1483,1571,195,1571
271230402001,825,825,160,825
271230402002,1104,1191,361,1191
271230403011,941,1123,188,1123
271230403012,803,924,130,924
271230403021,1372,1412,312,1412
271230403022,1212,1426,285,1426
271230403023,2061,2474,279,2474
271230404011,786,877,148,877
271230404012,1070,1070,189,1070
271230404013,1357,1708,316,1708
271230404021,2703,2883,766,2883
271230404022,1977,2428,368,2428
271230405021,820,850,262,850
271230405022,1032,1122,233,1122
271230405023,929,957,195,957
271230405031,1924,2311,545,2311
271230405032,1121,1430,147,1430
271230405041,1868,2190,259,2190
271230405042,1409,1755,322,1755
271230406011,1139,1268,237,1268
271230406012,1115,1196,428,1196
271230406013,3012,3252,1137,3252
271230406031,1506,1945,336,1945
271230406032,1876,2137,447,2137
271230406033,1397,1530,207,1530
271230406041,596,1129,14,1129
271230406042,990,1235,388,1235
271230406043,1240,1550,228,1550
271230406044,1488,1616,270,1616
271230406045,1648,2146,279,2146
271230407031,1641,2421,441,2421
271230407032,2600,3259,725,3259
271230407033,1631,1654,279,1654
271230407041,525,525,153,525
271230407042,2127,2728,202,2728
271230407043,1733,2183,494,2183
271230407051,1834,2308,588,2308
271230407052,1600,1939,165,1939
271230407061,721,814,57,814
271230407062,1294,1482,326,1482
271230407063,2291,2687,354,2687
271230407071,1757,1872,300,1872
271230407072,1653,1777,449,1777
271230407073,705,783,144,783
271230408011,357,670,59,670
271230408012,2582,2956,599,2956
271230408031,1133,1165,264,1165
271230408032,873,987,474,987
271230408033,918,1075,236,1075
271230408034,1348,1551,238,1551
271230409011,992,1160,220,1160
271230409012,694,1168,99,1168
271230409021,1218,2025,257,2025
271230409022,1477,2063,115,2063
271230410011,1277,1431,339,1431
271230410012,1638,2008,265,2008
271230410021,1153,1808,303,1808
271230410022,1350,1451,279,1451
271230411031,1246,2119,448,2119
271230411032,1027,1251,277,1251
271230411041,1736,1754,567,1754
271230411042,1119,1245,264,1245
271230411051,2302,2552,645,2552
271230411052,1024,1204,137,1204
271230411053,1529,1780,306,1780
271230411061,1837,2235,430,2235
271230411062,868,1281,153,1281
271230411071,2065,2516,510,2516
271230411072,563,806,30,806
271230411073,770,1070,189,1070
271230411074,921,1630,174,1630
271230412001,1241,1582,365,1582
271230412002,711,1298,140,1298
271230412003,779,1487,202,1487
271230413011,1204,1902,249,1902
271230413012,968,1164,376,1164
271230413013,592,744,273,744
271230413021,1879,2165,605,2165
271230413022,1262,2019,347,2019
271230414001,1180,1532,269,1532
271230414002,1012,1211,102,1211
271230414003,1464,2031,576,2031
271230414004,1284,1416,268,1416
271230415001,1546,1919,551,1919
271230415002,1162,1433,373,1433
271230415003,1402,1465,467,1465
271230416011,1480,2031,525,2031
271230416012,1753,2267,354,2267
271230416013,1585,1825,253,1825
271230416021,1078,1644,320,1644
271230416022,875,2182,332,2182
271230417001,841,1092,249,1092
271230417002,674,774,237,774
271230417003,862,1066,173,1066
271230418001,681,760,162,760
271230418002,635,860,89,860
271230418003,1049,1559,260,1559
271230418004,377,563,70,563
271230419001,713,808,212,808
271230419002,1026,1443,175,1443
271230419003,1063,1249,224,1249
271230420011,1059,1301,231,1301
271230420012,147,759,6,759
271230420021,558,1228,92,1228
271230420022,1068,1273,295,1273
271230421011,1432,2674,380,2674
271230421012,977,1327,289,1327
271230421013,1176,1385,335,1385
271230421014,434,457,134,457
271230421021,1736,2968,363,2968
271230421022,1180,1492,236,1492
271230422011,715,1477,194,1477
271230422021,1121,1427,172,1427
271230422022,1623,3064,461,3064
271230422023,475,1070,117,1070
271230423011,772,1149,264,1149
271230423012,1182,1800,356,1800
271230423021,798,1509,213,1509
271230423022,506,733,127,733
271230423023,362,894,114,894
271230423024,545,911,175,911
271230423025,480,887,66,887
271230424011,2068,2388,690,2388
271230424012,2327,4006,787,4006
271230424021,1189,1992,207,1992
271230424022,1158,1238,140,1238
271230424023,920,1677,403,1677
271230424024,914,1268,303,1268
271230425011,365,730,50,730
271230425012,1097,1450,239,1450
271230425013,1250,1884,210,1884
271230425014,783,1390,302,1390
271230425031,2144,2924,290,2924
271230425032,288,333,25,333
271230425041,828,1249,85,1249
271230425042,1791,2695,573,2695
271230426011,1498,1746,311,1746
271230426012,1199,1705,286,1705
271230426013,720,1467,24,1467
271230426021,732,888,86,888
271230426022,398,636,91,636
271230426023,544,842,237,842
271230427001,1512,1827,194,1827
271230427002,1681,2212,383,2212
271230427003,684,918,211,918
271230428001,377,538,96,538
271230428002,99,1879,119,1879
271230429001,724,1133,115,1133
271230429002,530,609,99,609
271230429003,852,989,121,989
271230429004,1114,1168,99,1168
271230430001,1254,1431,128,1431
271230430002,1146,1324,303,1324
271230430003,1161,1233,166,1233
271230430004,496,521,103,521
271230430005,864,1014,246,1014
271230430006,781,815,136,815
271239800001,0,0,0,0
271390801001,840,862,242,862
271390801002,570,1318,117,1318
271390802011,680,924,35,924
271390802012,1593,1750,272,1750
271390802021,2456,3240,136,3240
271390802022,1600,1947,146,1947
271390802031,2390,2838,17,2838
271390802032,1746,2116,290,2116
271390802033,1217,1521,15,1521
271390802034,601,1758,69,1758
271390802041,2110,2558,265,2558
271390802042,763,822,50,822
271390802051,2920,3175,16,3175
271390802052,1091,1283,99,1283
271390802053,1448,1645,82,1645
271390802054,914,1188,112,1188
271390802055,770,1066,320,1066
271390803011,4229,6437,332,6437
271390803012,2693,3322,297,3322
271390803013,1445,2034,173,2034
271390803021,3198,4884,117,4884
271390803022,1340,1633,343,1633
271390803023,6792,9263,367,9263
271390804001,468,605,40,605
271390804002,1464,2475,259,2475
271390804003,662,797,101,797
271390805001,705,805,312,805
271390805002,1512,1936,226,1936
271390806001,1623,1932,306,1932
271390806002,1420,2314,123,2314
271390807001,1939,2491,158,2491
271390807002,421,1093,60,1093
271390809031,3312,4669,638,4669
271390809032,1819,2021,305,2021
271390809033,1250,1530,125,1530
271390809041,1216,1261,353,1261
271390809042,4204,5039,598,5039
271390809043,1659,1727,130,1727
271390809051,3382,3637,178,3637
271390809052,802,958,53,958
271390809053,621,638,212,638
271390809061,2005,2093,267,2093
271390809062,703,837,199,837
271390809063,1794,2049,193,2049
271390811001,1961,2097,160,2097
271390811002,1234,1240,98,1240
271390811003,2071,2129,309,2129
271390811004,5451,5667,397,5667
271630701031,1805,1940,301,1940
271630701032,689,861,52,861
271630701033,644,669,78,669
271630701034,1124,1478,81,1478
271630701041,1521,1626,210,1626
271630701042,759,788,149,788
271630701043,628,655,152,655
271630701051,1639,1717,242,1717
