id,totalwhite,totalppl,over65,total65
271630701052,1141,1221,244,1221
271630701053,1121,1162,230,1162
271630701061,2261,2463,436,2463
271630701062,1579,1635,187,1635
271630701063,3085,3191,234,3191
271630702031,5728,6306,447,6306
271630702032,2168,2181,318,2181
271630702041,1027,1041,197,1041
271630702042,4537,4887,424,4887
271630703011,803,834,172,834
271630703012,786,892,150,892
271630703031,885,897,185,897
271630703032,1172,1191,282,1191
271630703033,2419,2905,415,2905
271630703041,896,945,160,945
271630703042,816,932,55,932
271630703043,1253,1291,233,1291
271630703044,716,755,96,755
271630703045,954,1033,227,1033
271630704041,919,995,161,995
271630704042,2492,2595,285,2595
271630704051,1850,1958,298,1958
271630704052,2656,2801,355,2801
271630704061,1400,1429,218,1429
271630704062,979,1366,104,1366
271630704063,1029,1071,157,1071
271630705011,755,762,138,762
271630705012,2535,2708,469,2708
271630705021,1625,1742,367,1742
271630705022,790,790,122,790
271630705023,970,1089,195,1089
271630705024,794,822,143,822
271630706011,3777,4087,688,4087
271630706012,1809,2200,383,2200
271630706021,1199,1199,71,1199
271630706022,658,720,188,720
271630706023,928,1171,118,1171
271630707011,2909,2998,1112,2998
271630707012,2440,2657,246,2657
271630707013,1417,1508,192,1508
271630707031,1521,1561,243,1561
271630707032,1559,1813,400,1813
271630707041,877,918,231,918
271630707042,1167,1235,198,1235
271630709061,1321,1542,386,1542
271630709062,1246,1796,139,1796
271630709063,1401,2015,283,2015
271630709071,1038,1349,127,1349
271630709072,821,993,128,993
271630709073,1804,2308,386,2308
271630709074,193,574,38,574
271630709091,1090,1111,98,1111
271630709092,2050,2638,348,2638
271630709093,1285,1627,209,1627
271630709101,1924,2976,354,2976
271630709102,1502,2137,560,2137
271630709111,889,1009,129,1009
271630709112,1033,1374,258,1374
271630709113,806,1277,127,1277
271630709114,722,980,117,980
271630709121,851,1481,137,1481
271630709122,1373,1592,309,1592
271630710011,1545,2102,140,2102
271630710012,1907,2486,313,2486
271630710031,1297,1786,228,1786
271630710032,467,496,108,496
271630710033,1058,1203,132,1203
271630710061,1729,2393,349,2393
271630710062,1646,2253,395,2253
271630710101,1304,1424,120,1424
271630710102,1675,2036,177,2036
271630710103,1157,1564,155,1564
271630710111,661,781,55,781
271630710112,1895,2250,192,2250
271630710121,1131,1462,232,1462
271630710122,1019,1582,183,1582
271630710123,1182,1985,141,1985
271630710131,867,955,141,955
271630710132,2056,2540,684,2540
271630710133,1363,1509,156,1509
271630710141,2221,2739,334,2739
271630710142,1236,1433,64,1433
271630710151,1539,2013,68,2013
271630710152,2005,2365,218,2365
271630710153,1800,2394,530,2394
271630710161,1567,1904,323,1904
271630710162,2243,2700,110,2700
271630710171,5555,8111,838,8111
271630710181,5784,7503,434,7503
271630710182,6459,9164,770,9164
271630712061,5424,7423,579,7423
271630712062,1139,1388,128,1388
271630712063,1596,2085,201,2085
271630712071,2122,2189,372,2189
271630712072,2380,2819,200,2819
271630712073,1465,1826,96,1826
271630712081,1266,1489,219,1489
271630712082,1738,2046,339,2046
271630712083,1196,1615,201,1615
271630712091,2195,2603,223,2603
271630712092,1380,1923,85,1923
271630712093,1313,1469,102,1469
271630713001,2136,2682,275,2682
271630713002,2286,2694,298,2694
271630714001,696,796,133,796
271630714002,945,1103,230,1103
271630714003,840,1012,255,1012
271630714004,1819,2345,163,2345
271630714005,1555,2032,309,2032
