id,totalppl
271230428001,538
271230428002,1879
271230429001,1133
271230429002,609
271230429003,989
271230429004,1168
271230430001,1431
271230430002,1324
271230430003,1233
271230430004,521
271230430005,1014
271230430006,815
271239800001,0
271390801001,862
271390801002,1318
271390802011,924
271390802012,1750
271390802021,3240
271390802022,1947
271390802031,2838
271390802032,2116
271390802033,1521
271390802034,1758
271390802041,2558
271390802042,822
271390802051,3175
271390802052,1283
271390802053,1645
271390802054,1188
271390802055,1066
271390803011,6437
271390803012,3322
271390803013,2034
271390803021,4884
271390803022,1633
271390803023,9263
271390804001,605
271390804002,2475
271390804003,797
271390805001,805
271390805002,1936
271390806001,1932
271390806002,2314
271390807001,2491
271390807002,1093
271390809031,4669
271390809032,2021
271390809033,1530
271390809041,1261
271390809042,5039
271390809043,1727
271390809051,3637
271390809052,958
271390809053,638
271390809061,2093
271390809062,837
271390809063,2049
271390811001,2097
271390811002,1240
271390811003,2129
271390811004,5667
271630701031,1940
271630701032,861
271630701033,669
271630701034,1478
271630701041,1626
271630701042,788
271630701043,655
271630701051,1717
271630701052,1221
271630701053,1162
271630701061,2463
271630701062,1635
271630701063,3191
271630702031,6306
271630702032,2181
271630702041,1041
271630702042,4887
271630703011,834
271630703012,892
271630703031,897
271630703032,1191
271630703033,2905
271630703041,945
271630703042,932
271630703043,1291
271630703044,755
271630703045,1033
271630704041,995
271630704042,2595
271630704051,1958
271630704052,2801
271630704061,1429
271630704062,1366
271630704063,1071
271630705011,762
271630705012,2708
271630705021,1742
271630705022,790
271630705023,1089
271630705024,822
271630706011,4087
271630706012,2200
271630706021,1199
271630706022,720
271630706023,1171
271630707011,2998
271630707012,2657
271630707013,1508
271630707031,1561
271630707032,1813
271630707041,918
271630707042,1235
271630709061,1542
271630709062,1796
271630709063,2015
271630709071,1349
271630709072,993
271630709073,2308
271630709074,574
271630709091,1111
271630709092,2638
271630709093,1627
271630709101,2976
271630709102,2137
271630709111,1009
271630709112,1374
271630709113,1277
271630709114,980
271630709121,1481
271630709122,1592
271630710011,2102
271630710012,2486
271630710031,1786
271630710032,496
271630710033,1203
271630710061,2393
271630710062,2253
271630710101,1424
271630710102,2036
271630710103,1564
271630710111,781
271630710112,2250
271630710121,1462
271630710122,1582
271630710123,1985
271630710131,955
271630710132,2540
271630710133,1509
271630710141,2739
271630710142,1433
271630710151,2013
271630710152,2365
271630710153,2394
271630710161,1904
271630710162,2700
271630710171,8111
271630710181,7503
271630710182,9164
271630712061,7423
271630712062,1388
271630712063,2085
271630712071,2189
271630712072,2819
271630712073,1826
271630712081,1489
271630712082,2046
271630712083,1615
271630712091,2603
271630712092,1923
271630712093,1469
271630713001,2682
271630713002,2694
271630714001,796
271630714002,1103
271630714003,1012
271630714004,2345
271630714005,2032
