GEOID_BG,GEOID_TR,RID
270370605034,27037060503,582
270370605053,27037060505,268
270370606034,27037060603,166
271230308003,27123030800,68
271230307042,27123030704,86
271230308001,27123030800,30
271230308004,27123030800,30
271230309001,27123030900,711
271230309002,27123030900,140
271230309003,27123030900,140
271230311002,27123031100,140
271230310005,27123031000,278
271230311001,27123031100,597
271230311003,27123031100,211
271230312002,27123031200,461
271230312003,27123031200,461
271230313001,27123031300,68
271390803012,27139080301,342
271230310002,27123031000,597
271230313002,27123031300,68
271230314001,27123031400,616
271230314002,27123031400,616
271230315002,27123031500,128
271230316001,27123031600,597
271230307021,27123030702,120
271230306022,27123030602,211
271230306024,27123030602,211
271230307023,27123030702,75
271230307024,27123030702,75
271230307025,27123030702,120
270370608121,27037060812,457
270370608132,27037060813,186
270370608141,27037060814,457
270370605021,27037060502,25
270370601052,27037060105,387
270370605051,27037060505,220
270370602013,27037060201,581
270370607303,27037060730,96
271230316004,27123031600,597
271230317023,27123031702,597
271230318011,27123031801,75
270030502203,27003050220,56
270030508072,27003050807,49
271390802051,27139080205,256
271390801001,27139080100,132
271390802011,27139080201,66
271390802041,27139080204,66
271390802052,27139080205,80
271390802054,27139080205,80
271390802053,27139080205,80
271390804001,27139080400,342
271390803021,27139080302,334
271390809033,27139080903,334
271390803023,27139080302,334
271390809062,27139080906,92
270370607142,27037060714,309
270370607382,27037060738,501
270370607482,27037060748,107
270370607381,27037060738,89
270370607141,27037060714,89
270370607132,27037060713,251
270370607371,27037060737,501
270370607111,27037060711,251
270370607372,27037060737,271
270370607112,27037060711,321
270370607101,27037060710,321
270370607411,27037060741,473
270370607413,27037060741,479
270370608131,27037060813,186
270370607462,27037060746,186
270370607392,27037060739,583
270370607452,27037060745,479
270370607341,27037060734,27
270370608063,27037060806,251
270370610041,27037061004,707
270370610042,27037061004,328
270370607292,27037060729,27
270370607331,27037060733,27
270370607281,27037060728,96
270370607171,27037060717,96
270370607262,27037060726,226
270370607311,27037060731,149
270370607313,27037060731,149
270370607393,27037060739,80
270370607423,27037060742,479
270370608142,27037060814,457
270370608152,27037060815,186
270370608161,27037060816,272
270370608143,27037060814,272
270370608163,27037060816,457
270370608182,27037060818,396
270370608291,27037060829,537
270370608231,27037060823,537
270370610071,27037061007,438
270370610072,27037061007,400
270370610051,27037061005,400
270370609041,27037060904,366
270370606061,27037060606,292
270370608251,27037060825,193
270370608183,27037060818,323
270370608193,27037060819,272
270370605093,27037060509,582
270370606033,27037060603,452
270370606041,27037060604,452
270370607161,27037060716,123
270370601044,27037060104,387
270370607282,27037060728,18
270370607461,27037060746,186
270370609072,27037060907,688
270370608232,27037060823,537
270530243004,27053024300,79
270530201021,27053020102,7
270370607253,27037060725,226
270530216026,27053021602,432
271230370001,27123037000,620
271230371002,27123037100,620
271230405022,27123040502,386
271230410012,27123041001,315
271230418001,27123041800,549
271230424022,27123042402,212
271230301001,27123030100,176
271230301002,27123030100,176
270030505014,27003050501,700
270030505012,27003050501,492
270030505013,27003050501,125
270030505041,27003050504,339
270030505052,27003050505,26
270030505051,27003050505,297
270030505054,27003050505,297
270030506021,27003050602,632
270030506022,27003050602,662
270030506054,27003050605,33
270030506071,27003050607,662
270030506072,27003050607,662
270030506073,27003050607,662
270030506074,27003050607,20
270030506082,27003050608,20
270030506083,27003050608,263
270030506091,27003050609,142
270030506092,27003050609,344
270030506093,27003050609,344
270030506104,27003050610,33
270030506101,27003050610,339
270030507022,27003050702,390
270030507042,27003050704,116
270030507044,27003050704,263
270030507045,27003050704,556
270030508074,27003050807,233
270030508082,27003050808,390
270030508091,27003050809,475
270030508092,27003050809,585
270030508093,27003050809,50
270030508103,27003050810,50
270030508104,27003050810,585
270030508112,27003050811,209
270030508111,27003050811,209
270030509021,27003050902,368
270030509022,27003050902,445
270030509023,27003050902,445
270030509024,27003050902,445
270030510021,27003051002,209
270030510022,27003051002,248
270030510023,27003051002,209
270030511011,27003051101,248
270030511012,27003051101,55
270530241003,27053024100,502
270030512062,27003051206,230
270030513021,27003051302,350
270030513022,27003051302,350
270030513023,27003051302,230
270030513051,27003051305,593
270030513052,27003051305,350
270030513053,27003051305,708
270030514002,27003051400,230
270030515011,27003051501,7
270030515012,27003051501,230
270030512033,27003051203,230
270030515021,27003051502,7
270030515022,27003051502,7
270030515023,27003051502,7
270530265126,27053026512,129
270030502082,27003050208,56
270030507114,27003050711,116
270030507115,27003050711,56
270030507122,27003050712,319
270030507123,27003050712,116
270030508053,27003050805,346
270030508061,27003050806,346
270030508062,27003050806,346
270030508063,27003050806,233
270030508064,27003050806,233
270030508071,27003050807,233
270030508073,27003050807,390
270030502102,27003050210,368
270030502103,27003050210,368
270030502104,27003050210,368
270030507061,27003050706,263
270030508132,27003050813,227
270030508134,27003050813,312
270030508135,27003050813,445
270030508162,27003050816,8
270030509011,27003050901,312
270030502191,27003050219,26
270030511013,27003051101,260
270030511015,27003051101,260
270030511022,27003051102,712
270030511023,27003051102,564
270030511032,27003051103,135
270030511033,27003051103,248
270030512011,27003051201,55
270030512013,27003051201,55
270030512021,27003051202,564
270030512022,27003051202,230
270030512031,27003051203,230
270030512032,27003051203,230
270530059012,27053005901,588
270530059021,27053005902,161
270530059022,27053005902,161
270530068003,27053006800,496
270531259001,27053125900,415
270530077001,27053007700,188
270530077002,27053007700,496
270530078011,27053007801,301
270530078012,27053007801,304
270530081001,27053008100,138
270530081004,27053008100,279
270530082001,27053008200,304
270530082002,27053008200,207
270530082003,27053008200,138
270530083002,27053008300,304
270530084001,27053008400,486
270530085003,27053008500,486
270030502192,27003050219,367
270030502201,27003050220,26
270530095002,27053009500,359
270530095003,27053009500,360
270530096001,27053009600,382
270530096003,27053009600,360
270530096004,27053009600,615
270530085004,27053008500,486
270530106001,27053010600,470
270530106003,27053010600,655
270530107002,27053010700,32
270530107003,27053010700,32
270530110001,27053011000,615
270530110003,27053011000,182
270530117031,27053011703,333
270030502204,27003050220,515
270030502211,27003050221,515
270030502213,27003050221,515
270030502222,27003050222,515
270030502223,27003050222,701
270030502224,27003050222,515
270030506062,27003050606,33
270530117032,27053011703,333
270530117034,27053011703,333
270530117035,27053011703,434
270530117041,27053011704,408
270530117042,27053011704,408
270530118001,27053011800,11
270530118002,27053011800,434
270530118004,27053011800,434
270530119981,27053011998,11
270530119984,27053011998,11
270530119985,27053011998,11
270530119982,27053011998,11
270530120011,27053012001,343
270530120012,27053012001,343
270530120013,27053012001,343
270530120015,27053012001,643
270530120017,27053012001,643
270530120032,27053012003,274
270530120036,27053012003,14
270530120031,27053012003,14
270530121012,27053012101,528
270530121013,27053012101,606
270530121022,27053012102,509
270530121023,27053012102,509
270530201011,27053020101,203
270530201012,27053020101,202
270530201013,27053020101,9
270530201022,27053020102,7
270530202001,27053020200,230
270530202002,27053020200,259
270530202003,27053020200,362
270530202005,27053020200,362
270530202006,27053020200,362
270530202007,27053020200,259
270530211001,27053021100,559
270530211002,27053021100,559
270530212001,27053021200,254
270030502241,27003050224,384
270030502242,27003050224,384
270530212002,27053021200,516
270530212003,27053021200,171
270530212004,27053021200,516
270530213001,27053021300,516
270530213002,27053021300,621
270530213003,27053021300,410
270530213004,27053021300,516
270030502252,27003050225,384
270030502261,27003050226,384
270030507062,27003050706,263
270030507063,27003050706,263
270030507071,27003050707,56
270030507072,27003050707,56
270030507091,27003050709,275
270030507092,27003050709,275
270030507101,27003050710,263
270030507102,27003050710,275
270030507103,27003050710,263
270030507104,27003050710,275
270030507111,27003050711,56
270530203012,27053020301,262
270530203022,27053020302,262
270530203031,27053020303,262
270530203032,27053020303,287
270530203033,27053020303,262
270530203041,27053020304,287
270530203042,27053020304,287
270530203043,27053020304,287
270530204002,27053020400,459
270530204003,27053020400,459
270530204004,27053020400,559
270530205001,27053020500,302
270530214003,27053021400,621
270530215011,27053021501,39
270530215012,27053021501,39
270530215013,27053021501,243
270530215021,27053021502,243
270530215022,27053021502,243
270530215023,27053021502,243
270530215031,27053021503,224
270530215032,27053021503,224
270530215033,27053021503,224
270530214002,27053021400,522
270030502281,27003050228,348
270030502282,27003050228,348
270030502291,27003050229,368
270030502292,27003050229,368
270030506051,27003050605,178
270030506052,27003050605,178
270030506053,27003050605,33
270030502361,27003050236,368
270530205002,27053020500,302
270530206001,27053020600,302
270530207001,27053020700,459
270530207002,27053020700,459
270530207003,27053020700,459
270530207004,27053020700,459
270530208012,27053020801,39
270530208041,27053020804,39
270530208043,27053020804,39
270530209021,27053020902,46
270530210011,27053021001,410
270530210012,27053021001,432
270530210014,27053021001,5
270530210021,27053021002,432
270030502321,27003050232,324
270530269101,27053026910,253
270530277002,27053027700,137
270531020001,27053102000,71
270531056002,27053105600,446
270531067004,27053106700,604
270531076004,27053107600,654
270531089003,27053108900,654
270531102001,27053110200,615
270531113006,27053111300,643
270531255002,27053125500,352
270530001011,27053000101,392
270530001012,27053000101,165
270530001013,27053000101,705
270530001014,27053000101,374
270530001021,27053000102,302
270530001023,27053000102,685
270530001024,27053000102,392
270530001025,27053000102,392
270530003002,27053000300,171
270530003003,27053000300,171
270530003004,27053000300,171
270530006013,27053000601,555
270530006014,27053000601,555
270530006031,27053000603,499
270530006032,27053000603,499
270530006033,27053000603,499
270530011001,27053001100,555
270530011002,27053001100,269
270530017001,27053001700,351
270530017002,27053001700,3
270530024001,27053002400,351
270530006034,27053000603,7
270530027001,27053002700,71
270530032001,27053003200,409
270530032002,27053003200,522
270530033001,27053003300,71
270531262001,27053126200,351
270530038003,27053003800,119
270530038001,27053003800,119
270530059011,27053005901,288
270370608211,27037060821,396
270370607472,27037060747,107
270370609071,27037060907,688
270370608281,27037060828,407
270370610081,27037061008,438
270370606062,27037060606,166
270370606032,27037060603,166
270370608253,27037060825,537
270370608261,27037060826,537
270370602011,27037060201,581
270370601053,27037060105,581
270370604011,27037060401,264
270370605061,27037060506,220
270370605022,27037060502,35
270370605031,27037060503,40
270370605092,27037060509,35
270370605081,27037060508,35
270370605055,27037060505,268
270370605071,27037060507,35
270370608062,27037060806,251
270370601032,27037060103,220
270370601043,27037060104,220
270370605072,27037060507,35
270370608112,27037060811,467
270370608113,27037060811,467
270370608203,27037060820,380
270370610091,27037061009,328
270370607414,27037060741,473
270370607421,27037060742,473
270370608213,27037060821,366
270370607481,27037060748,107
270370610092,27037061009,326
270370610082,27037061008,440
271230358002,27123035800,364
271230366002,27123036600,73
270370607491,27037060749,226
270370605091,27037060509,40
270370611062,27037061106,622
270370607441,27037060744,398
270370605033,27037060503,40
270370608123,27037060812,457
270370605082,27037060508,257
270370607353,27037060735,398
270370607322,27037060732,436
270370608172,27037060817,273
270370601012,27037060101,387
270370602023,27037060202,108
270370603021,27037060302,531
270370607312,27037060731,149
270370607391,27037060739,237
270370608052,27037060805,418
270370607351,27037060735,398
270370605084,27037060508,257
270370608061,27037060806,251
270370607503,27037060750,398
270370607251,27037060725,123
270370607291,27037060729,358
270370607323,27037060732,579
270370607162,27037060716,398
270370608111,27037060811,457
270370603023,27037060302,108
270370608242,27037060824,418
270370603022,27037060302,531
270370601023,27037060102,166
270370611022,27037061102,622
270370605052,27037060505,145
270370607172,27037060717,560
270370607431,27037060743,625
270370605062,27037060506,35
270370605083,27037060508,257
270530212005,27053021200,374
271630710132,27163071013,308
271630710122,27163071012,686
271390803022,27139080302,334
271630707031,27163070703,247
271630707012,27163070701,247
271630707013,27163070701,637
271630707032,27163070703,37
271630712062,27163071206,357
271630703033,27163070303,245
271630701051,27163070105,41
271630701043,27163070104,215
271630705012,27163070501,414
271630710151,27163071015,507
271630710133,27163071013,507
271630710153,27163071015,507
271630710182,27163071018,192
271630714004,27163071400,177
271630714002,27163071400,349
271630712091,27163071209,143
271630709121,27163070912,42
271630709112,27163070911,235
271630712073,27163071207,143
271630710111,27163071011,644
271630710101,27163071010,644
271630710102,27163071010,681
271630712063,27163071206,148
271630712093,27163071209,143
271630701061,27163070106,368
271630701053,27163070105,41
271630706023,27163070602,37
271630710171,27163071017,247
271630709111,27163070911,62
271630709063,27163070906,62
271630709061,27163070906,62
271630709062,27163070906,62
271630709113,27163070911,235
271630709091,27163070909,45
271630709093,27163070909,235
271630707041,27163070704,37
271630709114,27163070911,62
271630710123,27163071012,148
271630710181,27163071018,192
271630705011,27163070501,258
271630706011,27163070601,441
271630703041,27163070304,424
271630704051,27163070405,441
271630704063,27163070406,45
271630704052,27163070405,441
271630710141,27163071014,599
271630710161,27163071016,95
271630712072,27163071207,331
271630710112,27163071011,681
271630710152,27163071015,192
271630710121,27163071012,308
271630710142,27163071014,308
270531226002,27053122600,300
270531255001,27053125500,352
270530003001,27053000300,332
270530022001,27053002200,239
270530120014,27053012001,114
270530203021,27053020302,310
270530210013,27053021001,46
270531225001,27053122500,24
270531225002,27053122500,477
270030508164,27003050816,8
270030502081,27003050208,526
270030512023,27003051202,322
270030502221,27003050222,289
270030502212,27003050221,289
270030507113,27003050711,346
270030513042,27003051304,350
270030508163,27003050816,8
270030501112,27003050111,430
270030501113,27003050111,338
270030514001,27003051400,525
270030508081,27003050808,233
270030502331,27003050233,281
270030507043,27003050704,154
270030512012,27003051201,322
270030508101,27003050810,585
270030511031,27003051103,475
270030507112,27003050711,116
270030513041,27003051304,593
270030507121,27003050712,319
270030507124,27003050712,116
270030511021,27003051102,248
270030501091,27003050109,674
271630702031,27163070203,614
271630702041,27163070204,130
271630702042,27163070204,130
270030514003,27003051400,683
270030511014,27003051101,275
270030502202,27003050220,526
270030508052,27003050805,667
270030506102,27003050610,664
270030507073,27003050707,319
270030514004,27003051400,683
270030501092,27003050109,674
270030501093,27003050109,225
270030501094,27003050109,225
270030501102,27003050110,430
270030501111,27003050111,190
271630703012,27163070301,94
271630703032,27163070303,206
271230301004,27123030100,198
271230301005,27123030100,176
271230302011,27123030201,607
271230302021,27123030202,136
271230302013,27123030201,532
271230301003,27123030100,641
271230302014,27123030201,532
271230303001,27123030300,170
271230303002,27123030300,170
271230303003,27123030300,461
271230303005,27123030300,607
271630703042,27163070304,424
271230304001,27123030400,517
271230304002,27123030400,461
271230304003,27123030400,517
271230305001,27123030500,616
271230305003,27123030500,616
271230306011,27123030601,278
271630703043,27163070304,337
271630703045,27163070304,671
271630704041,27163070404,320
270190910004,27019091000,83
271630704061,27163070406,45
271630704062,27163070406,247
270530274002,27053027400,538
270530274003,27053027400,702
270530274004,27053027400,417
270530275011,27053027501,417
270530275014,27053027501,690
270530275012,27053027501,638
270530275032,27053027503,638
270530275034,27053027503,638
270530275033,27053027503,183
270530275043,27053027504,651
270530275042,27053027504,702
270530276011,27053027601,659
270530276013,27053027601,591
270530276021,27053027602,543
270530276022,27053027602,314
270530276024,27053027602,591
270530276025,27053027602,314
270531036001,27053103600,426
270531036002,27053103600,296
270531037001,27053103700,119
270531039001,27053103900,529
270530276026,27053027602,383
270531023002,27053102300,351
270531025001,27053102500,567
270531026001,27053102600,703
270531026002,27053102600,119
270531028001,27053102800,51
270531028002,27053102800,51
270531029001,27053102900,265
270531030001,27053103000,199
270531030002,27053103000,351
270531031001,27053103100,426
270531034001,27053103400,265
270531034002,27053103400,265
270531034003,27053103400,511
270530267131,27053026713,10
270530267132,27053026713,36
270530267133,27053026713,36
270530267134,27053026713,36
270531040001,27053104000,703
270531040004,27053104000,388
270531040005,27053104000,388
270531041002,27053104100,511
270531044001,27053104400,446
270531261003,27053126100,87
270531261001,27053126100,483
270531048001,27053104800,483
270531048003,27053104800,554
270530267142,27053026714,356
270530267143,27053026714,488
270530267152,27053026715,356
270530267153,27053026715,371
270530277001,27053027700,306
270530277005,27053027700,314
270531002002,27053100200,173
270531002001,27053100200,374
270531004003,27053100400,101
270531005001,27053100500,302
270531005002,27053100500,558
270531007002,27053100700,389
270531008004,27053100800,295
270531009001,27053100900,558
270531009002,27053100900,48
270531009003,27053100900,48
270531012001,27053101200,269
270531012004,27053101200,100
270530267162,27053026716,488
270530268071,27053026807,196
270530268075,27053026807,196
270530268091,27053026809,463
270530268093,27053026809,463
270530268101,27053026810,310
270530268103,27053026810,490
270530268104,27053026810,490
270531013001,27053101300,168
270531257001,27053125700,168
270531016001,27053101600,172
270531018001,27053101800,269
270531018002,27053101800,351
270531019001,27053101900,698
270531019002,27053101900,682
270531019003,27053101900,282
270531020003,27053102000,409
270531021001,27053102100,657
270531021002,27053102100,51
270531021003,27053102100,660
270531023001,27053102300,351
270530268105,27053026810,463
270530268106,27053026810,463
270530268112,27053026811,91
270530268113,27053026811,57
270530268141,27053026814,706
270530268142,27053026814,57
270530268143,27053026814,77
270530268144,27053026814,260
270530268145,27053026814,77
270530268151,27053026815,260
270530268152,27053026815,391
270530268153,27053026815,77
270530268161,27053026816,547
270530268162,27053026816,547
270530268163,27053026816,70
270530268164,27053026816,372
270530268165,27053026816,448
270530268181,27053026818,463
270530268182,27053026818,122
270530268184,27053026818,547
270530268201,27053026820,455
270530268202,27053026820,329
270530268204,27053026820,455
270530268221,27053026822,77
270530269032,27053026903,174
270530269033,27053026903,234
270530269061,27053026906,125
270530269062,27053026906,125
270530269063,27053026906,485
270530269071,27053026907,174
270530269072,27053026907,482
270530269081,27053026908,618
270530269082,27053026908,618
270530269083,27053026908,125
270530269102,27053026910,234
270530270021,27053027002,306
270530270022,27053027002,306
270530270023,27053027002,306
270530271011,27053027101,385
270530271012,27053027101,307
270530271013,27053027101,306
270530271021,27053027102,431
270530271022,27053027102,431
270530271023,27053027102,385
270530271024,27053027102,385
270530272011,27053027201,462
270530272012,27053027201,201
270530272014,27053027201,665
270530272013,27053027201,665
270530272016,27053027201,307
270530272021,27053027202,307
270530272022,27053027202,307
270530272032,27053027203,201
270530273002,27053027300,82
270530273003,27053027300,552
270530273004,27053027300,82
270531115005,27053111500,669
270531115003,27053111500,677
270531116001,27053111600,54
270531116002,27053111600,54
270531116003,27053111600,54
270531116004,27053111600,595
270531091003,27053109100,678
270531091004,27053109100,90
270531091005,27053109100,678
270531092002,27053109200,470
270531093002,27053109300,574
270531093005,27053109300,207
270531094001,27053109400,207
270531094002,27053109400,210
270531097001,27053109700,540
270531097002,27053109700,615
270531098001,27053109800,504
270531098003,27053109800,90
270531098004,27053109800,642
270531098005,27053109800,90
270531099002,27053109900,692
270531099004,27053109900,470
270531100001,27053110000,617
270531090002,27053109000,345
270531091001,27053109100,504
270531055001,27053105500,222
270531055004,27053105500,604
270531060001,27053106000,506
270531054001,27053105400,588
270531060002,27053106000,363
270531062002,27053106200,533
270531065003,27053106500,626
270531111002,27053111100,691
270531111004,27053111100,133
270531112001,27053111200,451
270531112002,27053111200,411
270531112003,27053111200,208
270531113001,27053111300,32
270531113002,27053111300,13
270531113003,27053111300,13
270531113005,27053111300,643
270531111003,27053111100,133
270531114001,27053111400,32
270531114002,27053111400,32
270531114003,27053111400,666
270531114004,27053111400,221
270531066001,27053106600,604
270531066002,27053106600,513
270531074001,27053107400,415
270531074002,27053107400,106
270531075002,27053107500,415
270531076001,27053107600,422
270531258001,27053125800,161
270531076002,27053107600,106
270531076003,27053107600,422
270531080001,27053108000,626
270531080002,27053108000,504
270531080003,27053108000,279
270531080004,27053108000,379
270531086001,27053108600,540
270531086002,27053108600,78
270531086003,27053108600,594
270531087003,27053108700,540
270531088001,27053108800,540
270531088002,27053108800,673
270531088003,27053108800,654
270531088004,27053108800,654
270531089001,27053108900,673
270531049001,27053104900,498
270531049002,27053104900,539
270531049003,27053104900,539
270531049004,27053104900,650
270531049005,27053104900,663
270531051002,27053105100,468
270531051003,27053105100,1
270531052041,27053105204,299
270531102004,27053110200,443
270531104001,27053110400,480
270531104002,27053110400,65
270531104004,27053110400,480
270531100002,27053110000,360
270531101001,27053110100,615
270531101003,27053110100,615
270531102002,27053110200,615
270531105003,27053110500,65
270531105004,27053110500,65
270531105005,27053110500,187
270531105001,27053110500,345
270531108005,27053110800,444
270531108006,27053110800,444
270531109003,27053110900,598
270531109001,27053110900,595
270531111001,27053111100,562
270531066003,27053106600,604
270531067002,27053106700,180
270531070001,27053107000,301
270531070002,27053107000,188
270531070003,27053107000,496
270531260001,27053126000,240
